feature_code,name,type,year,age,sex,number_assessed
S92000003,Scotland,Scotland,2010/11,25 to 29 yrs old,All,2287
S92000003,Scotland,Scotland,2010/11,30 to 34 yrs old,All,2627
S92000003,Scotland,Scotland,2010/11,35 to 39 yrs old,All,2056
S92000003,Scotland,Scotland,2010/11,40 to 44 yrs old,All,1198
S92000003,Scotland,Scotland,2010/11,45+ yrs old,All,1015
S92000003,Scotland,Scotland,2010/11,Unknown,All,3
S92000003,Scotland,Scotland,2011/12,Under 20yrs old,All,755
S92000003,Scotland,Scotland,2011/12,20 to 24 yrs old,All,1424
S92000003,Scotland,Scotland,2011/12,25 to 29 yrs old,All,2124
S92000003,Scotland,Scotland,2011/12,30 to 34 yrs old,All,2529
S92000003,Scotland,Scotland,2011/12,35 to 39 yrs old,All,1987
S92000003,Scotland,Scotland,2011/12,40 to 44 yrs old,All,1424
S92000003,Scotland,Scotland,2011/12,45+ yrs old,All,1091
S92000003,Scotland,Scotland,2011/12,Unknown,All,1
S92000003,Scotland,Scotland,2012/13,Under 20yrs old,All,632
S92000003,Scotland,Scotland,2012/13,20 to 24 yrs old,All,1351
S92000003,Scotland,Scotland,2012/13,25 to 29 yrs old,All,1997
S92000003,Scotland,Scotland,2012/13,30 to 34 yrs old,All,2547
S92000003,Scotland,Scotland,2012/13,35 to 39 yrs old,All,2052
S92000003,Scotland,Scotland,2012/13,40 to 44 yrs old,All,1567
S92000003,Scotland,Scotland,2012/13,45+ yrs old,All,1524
S92000003,Scotland,Scotland,2012/13,Unknown,All,2
S92000003,Scotland,Scotland,2013/14,Under 20yrs old,All,NA
S92000003,Scotland,Scotland,2013/14,20 to 24 yrs old,All,NA
S92000003,Scotland,Scotland,2013/14,25 to 29 yrs old,All,NA
S92000003,Scotland,Scotland,2013/14,30 to 34 yrs old,All,NA
S92000003,Scotland,Scotland,2013/14,35 to 39 yrs old,All,NA
S92000003,Scotland,Scotland,2013/14,40 to 44 yrs old,All,NA
S92000003,Scotland,Scotland,2013/14,45+ yrs old,All,NA
S92000003,Scotland,Scotland,2013/14,Unknown,All,NA
S92000003,Scotland,Scotland,2014/15,Under 20yrs old,All,731
S92000003,Scotland,Scotland,2014/15,20 to 24 yrs old,All,1232
S92000003,Scotland,Scotland,2014/15,25 to 29 yrs old,All,1932
S92000003,Scotland,Scotland,2014/15,30 to 34 yrs old,All,2599
S92000003,Scotland,Scotland,2014/15,35 to 39 yrs old,All,2339
S92000003,Scotland,Scotland,2014/15,40 to 44 yrs old,All,1789
S92000003,Scotland,Scotland,2014/15,45+ yrs old,All,1900
S92000003,Scotland,Scotland,2014/15,Unknown,All,2
S92000003,Scotland,Scotland,2015/16,Under 20yrs old,All,686
S92000003,Scotland,Scotland,2015/16,20 to 24 yrs old,All,1202
S92000003,Scotland,Scotland,2015/16,25 to 29 yrs old,All,1791
S92000003,Scotland,Scotland,2015/16,30 to 34 yrs old,All,2374
S92000003,Scotland,Scotland,2015/16,35 to 39 yrs old,All,2304
S92000003,Scotland,Scotland,2015/16,40 to 44 yrs old,All,1777
S92000003,Scotland,Scotland,2015/16,45+ yrs old,All,2004
S92000003,Scotland,Scotland,2015/16,Unknown,All,2
S92000003,Scotland,Scotland,2016/17,Under 20yrs old,All,610
S92000003,Scotland,Scotland,2016/17,20 to 24 yrs old,All,1075
S92000003,Scotland,Scotland,2016/17,25 to 29 yrs old,All,1828
S92000003,Scotland,Scotland,2016/17,30 to 34 yrs old,All,2271
S92000003,Scotland,Scotland,2016/17,35 to 39 yrs old,All,2288
S92000003,Scotland,Scotland,2016/17,40 to 44 yrs old,All,1761
S92000003,Scotland,Scotland,2016/17,45+ yrs old,All,2061
S92000003,Scotland,Scotland,2016/17,Unknown,All,2
S92000003,Scotland,Scotland,2017/18,Under 20yrs old,All,519
S92000003,Scotland,Scotland,2017/18,20 to 24 yrs old,All,1021
S92000003,Scotland,Scotland,2017/18,25 to 29 yrs old,All,1594
S92000003,Scotland,Scotland,2017/18,30 to 34 yrs old,All,2003
S92000003,Scotland,Scotland,2017/18,35 to 39 yrs old,All,2155
S92000003,Scotland,Scotland,2017/18,40 to 44 yrs old,All,1657
S92000003,Scotland,Scotland,2017/18,45+ yrs old,All,2078
S92000003,Scotland,Scotland,2017/18,Unknown,All,4
S92000003,Scotland,Scotland,2018/19,Under 20yrs old,All,492
S92000003,Scotland,Scotland,2018/19,20 to 24 yrs old,All,1025
S92000003,Scotland,Scotland,2018/19,25 to 29 yrs old,All,1635
S92000003,Scotland,Scotland,2018/19,30 to 34 yrs old,All,1951
S92000003,Scotland,Scotland,2018/19,35 to 39 yrs old,All,2058
S92000003,Scotland,Scotland,2018/19,40 to 44 yrs old,All,1573
S92000003,Scotland,Scotland,2018/19,45+ yrs old,All,2017
S92000003,Scotland,Scotland,2018/19,Unknown,All,6
S12000033,Aberdeen City,Local Authority,2006/07,Under 20yrs old,All,19
S12000033,Aberdeen City,Local Authority,2006/07,20 to 24 yrs old,All,79
S12000033,Aberdeen City,Local Authority,2006/07,25 to 29 yrs old,All,123
S12000033,Aberdeen City,Local Authority,2006/07,30 to 34 yrs old,All,104
S12000033,Aberdeen City,Local Authority,2006/07,35 to 39 yrs old,All,49
S12000033,Aberdeen City,Local Authority,2006/07,40 to 44 yrs old,All,27
S12000033,Aberdeen City,Local Authority,2006/07,45+ yrs old,All,11
S12000033,Aberdeen City,Local Authority,2006/07,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2007/08,Under 20yrs old,All,43
S12000033,Aberdeen City,Local Authority,2007/08,20 to 24 yrs old,All,126
S12000033,Aberdeen City,Local Authority,2007/08,25 to 29 yrs old,All,182
S12000033,Aberdeen City,Local Authority,2007/08,30 to 34 yrs old,All,161
S12000033,Aberdeen City,Local Authority,2007/08,35 to 39 yrs old,All,87
S12000033,Aberdeen City,Local Authority,2007/08,40 to 44 yrs old,All,47
S12000033,Aberdeen City,Local Authority,2007/08,45+ yrs old,All,30
S12000033,Aberdeen City,Local Authority,2007/08,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2008/09,Under 20yrs old,All,31
S12000033,Aberdeen City,Local Authority,2008/09,20 to 24 yrs old,All,76
S12000033,Aberdeen City,Local Authority,2008/09,25 to 29 yrs old,All,150
S12000033,Aberdeen City,Local Authority,2008/09,30 to 34 yrs old,All,134
S12000033,Aberdeen City,Local Authority,2008/09,35 to 39 yrs old,All,94
S12000033,Aberdeen City,Local Authority,2008/09,40 to 44 yrs old,All,40
S12000033,Aberdeen City,Local Authority,2008/09,45+ yrs old,All,30
S12000033,Aberdeen City,Local Authority,2008/09,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2009/10,Under 20yrs old,All,24
S12000033,Aberdeen City,Local Authority,2009/10,20 to 24 yrs old,All,68
S12000033,Aberdeen City,Local Authority,2009/10,25 to 29 yrs old,All,122
S12000033,Aberdeen City,Local Authority,2009/10,30 to 34 yrs old,All,131
S12000033,Aberdeen City,Local Authority,2009/10,35 to 39 yrs old,All,90
S12000033,Aberdeen City,Local Authority,2009/10,40 to 44 yrs old,All,58
S12000033,Aberdeen City,Local Authority,2009/10,45+ yrs old,All,31
S12000033,Aberdeen City,Local Authority,2009/10,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2010/11,Under 20yrs old,All,17
S12000033,Aberdeen City,Local Authority,2010/11,20 to 24 yrs old,All,74
S12000033,Aberdeen City,Local Authority,2010/11,25 to 29 yrs old,All,117
S12000033,Aberdeen City,Local Authority,2010/11,30 to 34 yrs old,All,122
S12000033,Aberdeen City,Local Authority,2010/11,35 to 39 yrs old,All,88
S12000033,Aberdeen City,Local Authority,2010/11,40 to 44 yrs old,All,58
S12000033,Aberdeen City,Local Authority,2010/11,45+ yrs old,All,35
S12000033,Aberdeen City,Local Authority,2010/11,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2011/12,Under 20yrs old,All,13
S12000033,Aberdeen City,Local Authority,2011/12,20 to 24 yrs old,All,47
S12000033,Aberdeen City,Local Authority,2011/12,25 to 29 yrs old,All,108
S12000033,Aberdeen City,Local Authority,2011/12,30 to 34 yrs old,All,124
S12000033,Aberdeen City,Local Authority,2011/12,35 to 39 yrs old,All,108
S12000033,Aberdeen City,Local Authority,2011/12,40 to 44 yrs old,All,60
S12000033,Aberdeen City,Local Authority,2011/12,45+ yrs old,All,40
S12000033,Aberdeen City,Local Authority,2011/12,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2012/13,Under 20yrs old,All,13
S12000033,Aberdeen City,Local Authority,2012/13,20 to 24 yrs old,All,47
S12000033,Aberdeen City,Local Authority,2012/13,25 to 29 yrs old,All,104
S12000033,Aberdeen City,Local Authority,2012/13,30 to 34 yrs old,All,179
S12000033,Aberdeen City,Local Authority,2012/13,35 to 39 yrs old,All,146
S12000033,Aberdeen City,Local Authority,2012/13,40 to 44 yrs old,All,96
S12000033,Aberdeen City,Local Authority,2012/13,45+ yrs old,All,55
S12000033,Aberdeen City,Local Authority,2012/13,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2013/14,Under 20yrs old,All,10
S12000033,Aberdeen City,Local Authority,2013/14,20 to 24 yrs old,All,57
S12000033,Aberdeen City,Local Authority,2013/14,25 to 29 yrs old,All,111
S12000033,Aberdeen City,Local Authority,2013/14,30 to 34 yrs old,All,196
S12000033,Aberdeen City,Local Authority,2013/14,35 to 39 yrs old,All,164
S12000033,Aberdeen City,Local Authority,2013/14,40 to 44 yrs old,All,101
S12000033,Aberdeen City,Local Authority,2013/14,45+ yrs old,All,84
S12000033,Aberdeen City,Local Authority,2013/14,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2014/15,Under 20yrs old,All,10
S12000033,Aberdeen City,Local Authority,2014/15,20 to 24 yrs old,All,65
S12000033,Aberdeen City,Local Authority,2014/15,25 to 29 yrs old,All,117
S12000033,Aberdeen City,Local Authority,2014/15,30 to 34 yrs old,All,175
S12000033,Aberdeen City,Local Authority,2014/15,35 to 39 yrs old,All,158
S12000033,Aberdeen City,Local Authority,2014/15,40 to 44 yrs old,All,126
S12000033,Aberdeen City,Local Authority,2014/15,45+ yrs old,All,85
S12000033,Aberdeen City,Local Authority,2014/15,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2015/16,Under 20yrs old,All,21
S12000033,Aberdeen City,Local Authority,2015/16,20 to 24 yrs old,All,74
S12000033,Aberdeen City,Local Authority,2015/16,25 to 29 yrs old,All,113
S12000033,Aberdeen City,Local Authority,2015/16,30 to 34 yrs old,All,222
S12000033,Aberdeen City,Local Authority,2015/16,35 to 39 yrs old,All,191
S12000033,Aberdeen City,Local Authority,2015/16,40 to 44 yrs old,All,142
S12000033,Aberdeen City,Local Authority,2015/16,45+ yrs old,All,102
S12000033,Aberdeen City,Local Authority,2015/16,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2016/17,Under 20yrs old,All,21
S12000033,Aberdeen City,Local Authority,2016/17,20 to 24 yrs old,All,38
S12000033,Aberdeen City,Local Authority,2016/17,25 to 29 yrs old,All,93
S12000033,Aberdeen City,Local Authority,2016/17,30 to 34 yrs old,All,139
S12000033,Aberdeen City,Local Authority,2016/17,35 to 39 yrs old,All,148
S12000033,Aberdeen City,Local Authority,2016/17,40 to 44 yrs old,All,134
S12000033,Aberdeen City,Local Authority,2016/17,45+ yrs old,All,104
S12000033,Aberdeen City,Local Authority,2016/17,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2017/18,Under 20yrs old,All,38
S12000033,Aberdeen City,Local Authority,2017/18,20 to 24 yrs old,All,63
S12000033,Aberdeen City,Local Authority,2017/18,25 to 29 yrs old,All,106
S12000033,Aberdeen City,Local Authority,2017/18,30 to 34 yrs old,All,129
S12000033,Aberdeen City,Local Authority,2017/18,35 to 39 yrs old,All,159
S12000033,Aberdeen City,Local Authority,2017/18,40 to 44 yrs old,All,96
S12000033,Aberdeen City,Local Authority,2017/18,45+ yrs old,All,139
S12000033,Aberdeen City,Local Authority,2017/18,Unknown,All,0
S12000033,Aberdeen City,Local Authority,2018/19,Under 20yrs old,All,17
S12000033,Aberdeen City,Local Authority,2018/19,20 to 24 yrs old,All,43
S12000033,Aberdeen City,Local Authority,2018/19,25 to 29 yrs old,All,73
S12000033,Aberdeen City,Local Authority,2018/19,30 to 34 yrs old,All,116
S12000033,Aberdeen City,Local Authority,2018/19,35 to 39 yrs old,All,142
S12000033,Aberdeen City,Local Authority,2018/19,40 to 44 yrs old,All,113
S12000033,Aberdeen City,Local Authority,2018/19,45+ yrs old,All,118
S12000033,Aberdeen City,Local Authority,2018/19,Unknown,All,2
S12000034,Aberdeenshire,Local Authority,2006/07,Under 20yrs old,All,23
S12000034,Aberdeenshire,Local Authority,2006/07,20 to 24 yrs old,All,72
S12000034,Aberdeenshire,Local Authority,2006/07,25 to 29 yrs old,All,105
S12000034,Aberdeenshire,Local Authority,2006/07,30 to 34 yrs old,All,93
S12000034,Aberdeenshire,Local Authority,2006/07,35 to 39 yrs old,All,34
S12000034,Aberdeenshire,Local Authority,2006/07,40 to 44 yrs old,All,11
S12000034,Aberdeenshire,Local Authority,2006/07,45+ yrs old,All,16
S12000034,Aberdeenshire,Local Authority,2006/07,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2007/08,Under 20yrs old,All,16
S12000034,Aberdeenshire,Local Authority,2007/08,20 to 24 yrs old,All,57
S12000034,Aberdeenshire,Local Authority,2007/08,25 to 29 yrs old,All,102
S12000034,Aberdeenshire,Local Authority,2007/08,30 to 34 yrs old,All,73
S12000034,Aberdeenshire,Local Authority,2007/08,35 to 39 yrs old,All,22
S12000034,Aberdeenshire,Local Authority,2007/08,40 to 44 yrs old,All,18
S12000034,Aberdeenshire,Local Authority,2007/08,45+ yrs old,All,15
S12000034,Aberdeenshire,Local Authority,2007/08,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2008/09,Under 20yrs old,All,13
S12000034,Aberdeenshire,Local Authority,2008/09,20 to 24 yrs old,All,41
S12000034,Aberdeenshire,Local Authority,2008/09,25 to 29 yrs old,All,87
S12000034,Aberdeenshire,Local Authority,2008/09,30 to 34 yrs old,All,92
S12000034,Aberdeenshire,Local Authority,2008/09,35 to 39 yrs old,All,36
S12000034,Aberdeenshire,Local Authority,2008/09,40 to 44 yrs old,All,18
S12000034,Aberdeenshire,Local Authority,2008/09,45+ yrs old,All,9
S12000034,Aberdeenshire,Local Authority,2008/09,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2009/10,Under 20yrs old,All,14
S12000034,Aberdeenshire,Local Authority,2009/10,20 to 24 yrs old,All,47
S12000034,Aberdeenshire,Local Authority,2009/10,25 to 29 yrs old,All,72
S12000034,Aberdeenshire,Local Authority,2009/10,30 to 34 yrs old,All,76
S12000034,Aberdeenshire,Local Authority,2009/10,35 to 39 yrs old,All,47
S12000034,Aberdeenshire,Local Authority,2009/10,40 to 44 yrs old,All,19
S12000034,Aberdeenshire,Local Authority,2009/10,45+ yrs old,All,8
S12000034,Aberdeenshire,Local Authority,2009/10,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2010/11,Under 20yrs old,All,24
S12000034,Aberdeenshire,Local Authority,2010/11,20 to 24 yrs old,All,52
S12000034,Aberdeenshire,Local Authority,2010/11,25 to 29 yrs old,All,88
S12000034,Aberdeenshire,Local Authority,2010/11,30 to 34 yrs old,All,108
S12000034,Aberdeenshire,Local Authority,2010/11,35 to 39 yrs old,All,62
S12000034,Aberdeenshire,Local Authority,2010/11,40 to 44 yrs old,All,20
S12000034,Aberdeenshire,Local Authority,2010/11,45+ yrs old,All,18
S12000034,Aberdeenshire,Local Authority,2010/11,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2011/12,Under 20yrs old,All,32
S12000034,Aberdeenshire,Local Authority,2011/12,20 to 24 yrs old,All,46
S12000034,Aberdeenshire,Local Authority,2011/12,25 to 29 yrs old,All,75
S12000034,Aberdeenshire,Local Authority,2011/12,30 to 34 yrs old,All,121
S12000034,Aberdeenshire,Local Authority,2011/12,35 to 39 yrs old,All,72
S12000034,Aberdeenshire,Local Authority,2011/12,40 to 44 yrs old,All,42
S12000034,Aberdeenshire,Local Authority,2011/12,45+ yrs old,All,11
S12000034,Aberdeenshire,Local Authority,2011/12,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2012/13,Under 20yrs old,All,19
S12000034,Aberdeenshire,Local Authority,2012/13,20 to 24 yrs old,All,55
S12000034,Aberdeenshire,Local Authority,2012/13,25 to 29 yrs old,All,61
S12000034,Aberdeenshire,Local Authority,2012/13,30 to 34 yrs old,All,87
S12000034,Aberdeenshire,Local Authority,2012/13,35 to 39 yrs old,All,62
S12000034,Aberdeenshire,Local Authority,2012/13,40 to 44 yrs old,All,35
S12000034,Aberdeenshire,Local Authority,2012/13,45+ yrs old,All,26
S12000034,Aberdeenshire,Local Authority,2012/13,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2013/14,Under 20yrs old,All,17
S12000034,Aberdeenshire,Local Authority,2013/14,20 to 24 yrs old,All,45
S12000034,Aberdeenshire,Local Authority,2013/14,25 to 29 yrs old,All,75
S12000034,Aberdeenshire,Local Authority,2013/14,30 to 34 yrs old,All,80
S12000034,Aberdeenshire,Local Authority,2013/14,35 to 39 yrs old,All,66
S12000034,Aberdeenshire,Local Authority,2013/14,40 to 44 yrs old,All,28
S12000034,Aberdeenshire,Local Authority,2013/14,45+ yrs old,All,17
S12000034,Aberdeenshire,Local Authority,2013/14,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2014/15,Under 20yrs old,All,21
S12000034,Aberdeenshire,Local Authority,2014/15,20 to 24 yrs old,All,47
S12000034,Aberdeenshire,Local Authority,2014/15,25 to 29 yrs old,All,56
S12000034,Aberdeenshire,Local Authority,2014/15,30 to 34 yrs old,All,92
S12000034,Aberdeenshire,Local Authority,2014/15,35 to 39 yrs old,All,69
S12000034,Aberdeenshire,Local Authority,2014/15,40 to 44 yrs old,All,38
S12000034,Aberdeenshire,Local Authority,2014/15,45+ yrs old,All,23
S12000034,Aberdeenshire,Local Authority,2014/15,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2015/16,Under 20yrs old,All,16
S12000034,Aberdeenshire,Local Authority,2015/16,20 to 24 yrs old,All,37
S12000034,Aberdeenshire,Local Authority,2015/16,25 to 29 yrs old,All,52
S12000034,Aberdeenshire,Local Authority,2015/16,30 to 34 yrs old,All,65
S12000034,Aberdeenshire,Local Authority,2015/16,35 to 39 yrs old,All,75
S12000034,Aberdeenshire,Local Authority,2015/16,40 to 44 yrs old,All,50
S12000034,Aberdeenshire,Local Authority,2015/16,45+ yrs old,All,32
S12000034,Aberdeenshire,Local Authority,2015/16,Unknown,All,0
S12000034,Aberdeenshire,Local Authority,2016/17,Under 20yrs old,All,25
S12000034,Aberdeenshire,Local Authority,2016/17,20 to 24 yrs old,All,59
S12000034,Aberdeenshire,Local Authority,2016/17,25 to 29 yrs old,All,106
S12000034,Aberdeenshire,Local Authority,2016/17,30 to 34 yrs old,All,109
