_id,FinancialYear,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
1064,2010/11,S08000022,"",40 to 44 yrs old,"",All,d,32,"",9.66767,""
1065,2010/11,S08000022,"",45+ yrs old,"",All,d,30,"",9.06344,""
1066,2010/11,S08000022,"",Unknown,"",All,d,0,"",0,""
1067,2011/12,S08000022,"",Under 20yrs old,"",All,d,18,"",5,""
1068,2011/12,S08000022,"",20 to 24 yrs old,"",All,d,66,"",18.33333,""
1069,2011/12,S08000022,"",25 to 29 yrs old,"",All,d,70,"",19.44444,""
1070,2011/12,S08000022,"",30 to 34 yrs old,"",All,d,65,"",18.05556,""
1071,2011/12,S08000022,"",35 to 39 yrs old,"",All,d,62,"",17.22222,""
1072,2011/12,S08000022,"",40 to 44 yrs old,"",All,d,42,"",11.66667,""
1073,2011/12,S08000022,"",45+ yrs old,"",All,d,37,"",10.27778,""
1074,2011/12,S08000022,"",Unknown,"",All,d,0,"",0,""
1075,2012/13,S08000022,"",Under 20yrs old,"",All,d,19,"",5.72289,""
1076,2012/13,S08000022,"",20 to 24 yrs old,"",All,d,52,"",15.66265,""
1077,2012/13,S08000022,"",25 to 29 yrs old,"",All,d,74,"",22.28916,""
1078,2012/13,S08000022,"",30 to 34 yrs old,"",All,d,54,"",16.26506,""
1079,2012/13,S08000022,"",35 to 39 yrs old,"",All,d,49,"",14.75904,""
1080,2012/13,S08000022,"",40 to 44 yrs old,"",All,d,43,"",12.95181,""
1081,2012/13,S08000022,"",45+ yrs old,"",All,d,41,"",12.3494,""
1082,2012/13,S08000022,"",Unknown,"",All,d,0,"",0,""
1083,2013/14,S08000022,"",Under 20yrs old,"",All,d,17,"",6.02837,""
1084,2013/14,S08000022,"",20 to 24 yrs old,"",All,d,42,"",14.89362,""
1085,2013/14,S08000022,"",25 to 29 yrs old,"",All,d,54,"",19.14894,""
1086,2013/14,S08000022,"",30 to 34 yrs old,"",All,d,63,"",22.34043,""
1087,2013/14,S08000022,"",35 to 39 yrs old,"",All,d,46,"",16.31206,""
1088,2013/14,S08000022,"",40 to 44 yrs old,"",All,d,29,"",10.28369,""
1089,2013/14,S08000022,"",45+ yrs old,"",All,d,31,"",10.99291,""
1090,2013/14,S08000022,"",Unknown,"",All,d,0,"",0,""
1091,2014/15,S08000022,"",Under 20yrs old,"",All,d,19,"",5.65476,""
1092,2014/15,S08000022,"",20 to 24 yrs old,"",All,d,44,"",13.09524,""
1093,2014/15,S08000022,"",25 to 29 yrs old,"",All,d,72,"",21.42857,""
1094,2014/15,S08000022,"",30 to 34 yrs old,"",All,d,65,"",19.34524,""
1095,2014/15,S08000022,"",35 to 39 yrs old,"",All,d,50,"",14.88095,""
1096,2014/15,S08000022,"",40 to 44 yrs old,"",All,d,39,"",11.60714,""
1097,2014/15,S08000022,"",45+ yrs old,"",All,d,46,"",13.69048,""
1098,2014/15,S08000022,"",Unknown,"",All,d,1,"",0.29762,""
1099,2015/16,S08000022,"",Under 20yrs old,"",All,d,12,"",5.12821,""
1100,2015/16,S08000022,"",20 to 24 yrs old,"",All,d,35,"",14.95726,""
1101,2015/16,S08000022,"",25 to 29 yrs old,"",All,d,34,"",14.52991,""
1102,2015/16,S08000022,"",30 to 34 yrs old,"",All,d,51,"",21.79487,""
1103,2015/16,S08000022,"",35 to 39 yrs old,"",All,d,42,"",17.94872,""
1104,2015/16,S08000022,"",40 to 44 yrs old,"",All,d,27,"",11.53846,""
1105,2015/16,S08000022,"",45+ yrs old,"",All,d,33,"",14.10256,""
1106,2015/16,S08000022,"",Unknown,"",All,d,0,"",0,""
1107,2016/17,S08000022,"",Under 20yrs old,"",All,d,14,"",5.38462,""
1108,2016/17,S08000022,"",20 to 24 yrs old,"",All,d,36,"",13.84615,""
1109,2016/17,S08000022,"",25 to 29 yrs old,"",All,d,55,"",21.15385,""
1110,2016/17,S08000022,"",30 to 34 yrs old,"",All,d,46,"",17.69231,""
1111,2016/17,S08000022,"",35 to 39 yrs old,"",All,d,47,"",18.07692,""
1112,2016/17,S08000022,"",40 to 44 yrs old,"",All,d,39,"",15,""
1113,2016/17,S08000022,"",45+ yrs old,"",All,d,23,"",8.84615,""
1114,2016/17,S08000022,"",Unknown,"",All,d,0,"",0,""
1115,2017/18,S08000022,"",Under 20yrs old,"",All,d,11,"",4.54545,""
1116,2017/18,S08000022,"",20 to 24 yrs old,"",All,d,35,"",14.46281,""
1117,2017/18,S08000022,"",25 to 29 yrs old,"",All,d,32,"",13.22314,""
1118,2017/18,S08000022,"",30 to 34 yrs old,"",All,d,42,"",17.35537,""
1119,2017/18,S08000022,"",35 to 39 yrs old,"",All,d,50,"",20.66116,""
1120,2017/18,S08000022,"",40 to 44 yrs old,"",All,d,32,"",13.22314,""
1121,2017/18,S08000022,"",45+ yrs old,"",All,d,40,"",16.52893,""
1122,2017/18,S08000022,"",Unknown,"",All,d,0,"",0,""
1123,2018/19,S08000022,"",Under 20yrs old,"",All,d,23,"",10.40724,""
1124,2018/19,S08000022,"",20 to 24 yrs old,"",All,d,31,"",14.02715,""
1125,2018/19,S08000022,"",25 to 29 yrs old,"",All,d,30,"",13.57466,""
1126,2018/19,S08000022,"",30 to 34 yrs old,"",All,d,45,"",20.36199,""
1127,2018/19,S08000022,"",35 to 39 yrs old,"",All,d,30,"",13.57466,""
1128,2018/19,S08000022,"",40 to 44 yrs old,"",All,d,28,"",12.66968,""
1129,2018/19,S08000022,"",45+ yrs old,"",All,d,34,"",15.38462,""
1130,2018/19,S08000022,"",Unknown,"",All,d,0,"",0,""
1131,2006/07,S08000032,"",Under 20yrs old,"",All,d,88,"",11.95652,""
1132,2006/07,S08000032,"",20 to 24 yrs old,"",All,d,122,"",16.57609,""
1133,2006/07,S08000032,"",25 to 29 yrs old,"",All,d,196,"",26.63043,""
1134,2006/07,S08000032,"",30 to 34 yrs old,"",All,d,156,"",21.19565,""
1135,2006/07,S08000032,"",35 to 39 yrs old,"",All,d,110,"",14.94565,""
1136,2006/07,S08000032,"",40 to 44 yrs old,"",All,d,40,"",5.43478,""
1137,2006/07,S08000032,"",45+ yrs old,"",All,d,24,"",3.26087,""
1138,2006/07,S08000032,"",Unknown,"",All,d,0,"",0,""
1139,2007/08,S08000032,"",Under 20yrs old,"",All,d,88,"",9.48276,""
1140,2007/08,S08000032,"",20 to 24 yrs old,"",All,d,159,"",17.13362,""
1141,2007/08,S08000032,"",25 to 29 yrs old,"",All,d,223,"",24.03017,""
1142,2007/08,S08000032,"",30 to 34 yrs old,"",All,d,207,"",22.30603,""
1143,2007/08,S08000032,"",35 to 39 yrs old,"",All,d,126,"",13.57759,""
1144,2007/08,S08000032,"",40 to 44 yrs old,"",All,d,75,"",8.0819,""
1145,2007/08,S08000032,"",45+ yrs old,"",All,d,50,"",5.38793,""
1146,2007/08,S08000032,"",Unknown,"",All,d,0,"",0,""
1147,2008/09,S08000032,"",Under 20yrs old,"",All,d,79,"",9.26143,""
1148,2008/09,S08000032,"",20 to 24 yrs old,"",All,d,147,"",17.23329,""
1149,2008/09,S08000032,"",25 to 29 yrs old,"",All,d,191,"",22.39156,""
1150,2008/09,S08000032,"",30 to 34 yrs old,"",All,d,175,"",20.51583,""
1151,2008/09,S08000032,"",35 to 39 yrs old,"",All,d,145,"",16.99883,""
1152,2008/09,S08000032,"",40 to 44 yrs old,"",All,d,75,"",8.7925,""
1153,2008/09,S08000032,"",45+ yrs old,"",All,d,41,"",4.80657,""
1154,2008/09,S08000032,"",Unknown,"",All,d,0,"",0,""
1155,2009/10,S08000032,"",Under 20yrs old,"",All,d,47,"",3.91667,""
1156,2009/10,S08000032,"",20 to 24 yrs old,"",All,d,161,"",13.41667,""
1157,2009/10,S08000032,"",25 to 29 yrs old,"",All,d,261,"",21.75,""
1158,2009/10,S08000032,"",30 to 34 yrs old,"",All,d,303,"",25.25,""
1159,2009/10,S08000032,"",35 to 39 yrs old,"",All,d,227,"",18.91667,""
1160,2009/10,S08000032,"",40 to 44 yrs old,"",All,d,124,"",10.33333,""
1161,2009/10,S08000032,"",45+ yrs old,"",All,d,77,"",6.41667,""
1162,2009/10,S08000032,"",Unknown,"",All,d,0,"",0,""
1163,2010/11,S08000032,"",Under 20yrs old,"",All,d,66,"",5.55088,""
1164,2010/11,S08000032,"",20 to 24 yrs old,"",All,d,150,"",12.61564,""
1165,2010/11,S08000032,"",25 to 29 yrs old,"",All,d,201,"",16.90496,""
1166,2010/11,S08000032,"",30 to 34 yrs old,"",All,d,291,"",24.47435,""
1167,2010/11,S08000032,"",35 to 39 yrs old,"",All,d,236,"",19.84861,""
1168,2010/11,S08000032,"",40 to 44 yrs old,"",All,d,131,"",11.01766,""
1169,2010/11,S08000032,"",45+ yrs old,"",All,d,113,"",9.50378,""
1170,2010/11,S08000032,"",Unknown,"",All,d,1,"",0.0841,""
1171,2011/12,S08000032,"",Under 20yrs old,"",All,d,71,"",6.50183,""
1172,2011/12,S08000032,"",20 to 24 yrs old,"",All,d,141,"",12.91209,""
1173,2011/12,S08000032,"",25 to 29 yrs old,"",All,d,194,"",17.76557,""
1174,2011/12,S08000032,"",30 to 34 yrs old,"",All,d,252,"",23.07692,""
1175,2011/12,S08000032,"",35 to 39 yrs old,"",All,d,193,"",17.67399,""
1176,2011/12,S08000032,"",40 to 44 yrs old,"",All,d,135,"",12.36264,""
1177,2011/12,S08000032,"",45+ yrs old,"",All,d,106,"",9.70696,""
1178,2011/12,S08000032,"",Unknown,"",All,d,0,"",0,""
1179,2012/13,S08000032,"",Under 20yrs old,"",All,d,77,"",6.54206,""
1180,2012/13,S08000032,"",20 to 24 yrs old,"",All,d,163,"",13.84877,""
1181,2012/13,S08000032,"",25 to 29 yrs old,"",All,d,206,"",17.50212,""
1182,2012/13,S08000032,"",30 to 34 yrs old,"",All,d,262,"",22.25998,""
1183,2012/13,S08000032,"",35 to 39 yrs old,"",All,d,195,"",16.56754,""
1184,2012/13,S08000032,"",40 to 44 yrs old,"",All,d,158,"",13.42396,""
1185,2012/13,S08000032,"",45+ yrs old,"",All,d,116,"",9.85556,""
1186,2012/13,S08000032,"",Unknown,"",All,d,0,"",0,""
1187,2013/14,S08000032,"",Under 20yrs old,"",All,d,83,"",6.00145,""
1188,2013/14,S08000032,"",20 to 24 yrs old,"",All,d,185,"",13.37672,""
1189,2013/14,S08000032,"",25 to 29 yrs old,"",All,d,227,"",16.41359,""
1190,2013/14,S08000032,"",30 to 34 yrs old,"",All,d,281,"",20.31815,""
1191,2013/14,S08000032,"",35 to 39 yrs old,"",All,d,255,"",18.43818,""
1192,2013/14,S08000032,"",40 to 44 yrs old,"",All,d,175,"",12.65365,""
1193,2013/14,S08000032,"",45+ yrs old,"",All,d,177,"",12.79826,""
1194,2013/14,S08000032,"",Unknown,"",All,d,0,"",0,""
1195,2014/15,S08000032,"",Under 20yrs old,"",All,d,97,"",7.56041,""
1196,2014/15,S08000032,"",20 to 24 yrs old,"",All,d,163,"",12.7046,""
1197,2014/15,S08000032,"",25 to 29 yrs old,"",All,d,194,"",15.12081,""
1198,2014/15,S08000032,"",30 to 34 yrs old,"",All,d,241,"",18.7841,""
1199,2014/15,S08000032,"",35 to 39 yrs old,"",All,d,220,"",17.14731,""
1200,2014/15,S08000032,"",40 to 44 yrs old,"",All,d,206,"",16.05612,""
1201,2014/15,S08000032,"",45+ yrs old,"",All,d,162,"",12.62666,""
1202,2014/15,S08000032,"",Unknown,"",All,d,0,"",0,""
1203,2015/16,S08000032,"",Under 20yrs old,"",All,d,102,"",6.20816,""
1204,2015/16,S08000032,"",20 to 24 yrs old,"",All,d,213,"",12.96409,""
1205,2015/16,S08000032,"",25 to 29 yrs old,"",All,d,235,"",14.3031,""
1206,2015/16,S08000032,"",30 to 34 yrs old,"",All,d,273,"",16.61595,""
1207,2015/16,S08000032,"",35 to 39 yrs old,"",All,d,313,"",19.05052,""
1208,2015/16,S08000032,"",40 to 44 yrs old,"",All,d,237,"",14.42483,""
1209,2015/16,S08000032,"",45+ yrs old,"",All,d,270,"",16.43335,""
1210,2015/16,S08000032,"",Unknown,"",All,d,0,"",0,""
1211,2016/17,S08000032,"",Under 20yrs old,"",All,d,63,"",3.98482,""
1212,2016/17,S08000032,"",20 to 24 yrs old,"",All,d,210,"",13.28273,""
1213,2016/17,S08000032,"",25 to 29 yrs old,"",All,d,253,"",16.00253,""
1214,2016/17,S08000032,"",30 to 34 yrs old,"",All,d,296,"",18.72233,""
1215,2016/17,S08000032,"",35 to 39 yrs old,"",All,d,282,"",17.83681,""
1216,2016/17,S08000032,"",40 to 44 yrs old,"",All,d,226,"",14.29475,""
1217,2016/17,S08000032,"",45+ yrs old,"",All,d,251,"",15.87603,""
1218,2016/17,S08000032,"",Unknown,"",All,d,0,"",0,""
1219,2017/18,S08000032,"",Under 20yrs old,"",All,d,44,"",3.08555,""
1220,2017/18,S08000032,"",20 to 24 yrs old,"",All,d,182,"",12.76297,""
1221,2017/18,S08000032,"",25 to 29 yrs old,"",All,d,220,"",15.42777,""
1222,2017/18,S08000032,"",30 to 34 yrs old,"",All,d,251,"",17.60168,""
1223,2017/18,S08000032,"",35 to 39 yrs old,"",All,d,274,"",19.21459,""
1224,2017/18,S08000032,"",40 to 44 yrs old,"",All,d,210,"",14.72651,""
1225,2017/18,S08000032,"",45+ yrs old,"",All,d,245,"",17.18093,""
1226,2017/18,S08000032,"",Unknown,"",All,d,0,"",0,""
1227,2018/19,S08000032,"",Under 20yrs old,"",All,d,52,"",3.60111,""
1228,2018/19,S08000032,"",20 to 24 yrs old,"",All,d,186,"",12.88089,""
1229,2018/19,S08000032,"",25 to 29 yrs old,"",All,d,274,"",18.97507,""
1230,2018/19,S08000032,"",30 to 34 yrs old,"",All,d,239,"",16.55125,""
1231,2018/19,S08000032,"",35 to 39 yrs old,"",All,d,261,"",18.07479,""
1232,2018/19,S08000032,"",40 to 44 yrs old,"",All,d,184,"",12.74238,""
1233,2018/19,S08000032,"",45+ yrs old,"",All,d,247,"",17.10526,""
1234,2018/19,S08000032,"",Unknown,"",All,d,1,"",0.06925,""
1235,2006/07,S08000024,"",Under 20yrs old,"",All,d,161,"",7.78154,""
1236,2006/07,S08000024,"",20 to 24 yrs old,"",All,d,446,"",21.55631,""
1237,2006/07,S08000024,"",25 to 29 yrs old,"",All,d,520,"",25.13291,""
1238,2006/07,S08000024,"",30 to 34 yrs old,"",All,d,439,"",21.21798,""
1239,2006/07,S08000024,"",35 to 39 yrs old,"",All,d,256,"",12.37313,""
1240,2006/07,S08000024,"",40 to 44 yrs old,"",All,d,162,"",7.82987,""
1241,2006/07,S08000024,"",45+ yrs old,"",All,d,85,"",4.10826,""
1242,2006/07,S08000024,"",Unknown,"",All,d,0,"",0,""
1243,2007/08,S08000024,"",Under 20yrs old,"",All,d,164,"",7.48858,""
1244,2007/08,S08000024,"",20 to 24 yrs old,"",All,d,408,"",18.63014,""
1245,2007/08,S08000024,"",25 to 29 yrs old,"",All,d,544,"",24.84018,""
1246,2007/08,S08000024,"",30 to 34 yrs old,"",All,d,464,"",21.18721,""
1247,2007/08,S08000024,"",35 to 39 yrs old,"",All,d,346,"",15.79909,""
1248,2007/08,S08000024,"",40 to 44 yrs old,"",All,d,159,"",7.26027,""
1249,2007/08,S08000024,"",45+ yrs old,"",All,d,105,"",4.79452,""
1250,2007/08,S08000024,"",Unknown,"",All,d,0,"",0,""
1251,2008/09,S08000024,"",Under 20yrs old,"",All,d,176,"",7.72608,""
1252,2008/09,S08000024,"",20 to 24 yrs old,"",All,d,388,"",17.03248,""
1253,2008/09,S08000024,"",25 to 29 yrs old,"",All,d,592,"",25.98771,""
1254,2008/09,S08000024,"",30 to 34 yrs old,"",All,d,450,"",19.75417,""
1255,2008/09,S08000024,"",35 to 39 yrs old,"",All,d,344,"",15.10097,""
1256,2008/09,S08000024,"",40 to 44 yrs old,"",All,d,201,"",8.82353,""
1257,2008/09,S08000024,"",45+ yrs old,"",All,d,127,"",5.57507,""
1258,2008/09,S08000024,"",Unknown,"",All,d,0,"",0,""
1259,2009/10,S08000024,"",Under 20yrs old,"",All,d,172,"",9.04311,""
1260,2009/10,S08000024,"",20 to 24 yrs old,"",All,d,296,"",15.56257,""
1261,2009/10,S08000024,"",25 to 29 yrs old,"",All,d,448,"",23.55415,""
1262,2009/10,S08000024,"",30 to 34 yrs old,"",All,d,389,"",20.45216,""
1263,2009/10,S08000024,"",35 to 39 yrs old,"",All,d,290,"",15.24711,""
1264,2009/10,S08000024,"",40 to 44 yrs old,"",All,d,179,"",9.41115,""
1265,2009/10,S08000024,"",45+ yrs old,"",All,d,128,"",6.72976,""
1266,2009/10,S08000024,"",Unknown,"",All,d,0,"",0,""
1267,2010/11,S08000024,"",Under 20yrs old,"",All,d,145,"",7.58368,""
1268,2010/11,S08000024,"",20 to 24 yrs old,"",All,d,281,"",14.69665,""
1269,2010/11,S08000024,"",25 to 29 yrs old,"",All,d,379,"",19.82218,""
1270,2010/11,S08000024,"",30 to 34 yrs old,"",All,d,409,"",21.39121,""
1271,2010/11,S08000024,"",35 to 39 yrs old,"",All,d,364,"",19.03766,""
1272,2010/11,S08000024,"",40 to 44 yrs old,"",All,d,194,"",10.14644,""
1273,2010/11,S08000024,"",45+ yrs old,"",All,d,140,"",7.32218,""
1274,2010/11,S08000024,"",Unknown,"",All,d,0,"",0,""
1275,2011/12,S08000024,"",Under 20yrs old,"",All,d,147,"",7.86517,""
1276,2011/12,S08000024,"",20 to 24 yrs old,"",All,d,251,"",13.42964,""
1277,2011/12,S08000024,"",25 to 29 yrs old,"",All,d,359,"",19.20813,""
1278,2011/12,S08000024,"",30 to 34 yrs old,"",All,d,384,"",20.54575,""
1279,2011/12,S08000024,"",35 to 39 yrs old,"",All,d,345,"",18.45907,""
1280,2011/12,S08000024,"",40 to 44 yrs old,"",All,d,236,"",12.62707,""
1281,2011/12,S08000024,"",45+ yrs old,"",All,d,147,"",7.86517,""
1282,2011/12,S08000024,"",Unknown,"",All,d,0,"",0,""
1283,2012/13,S08000024,"",Under 20yrs old,"",All,d,132,"",7.81065,""
1284,2012/13,S08000024,"",20 to 24 yrs old,"",All,d,192,"",11.36095,""
1285,2012/13,S08000024,"",25 to 29 yrs old,"",All,d,287,"",16.98225,""
1286,2012/13,S08000024,"",30 to 34 yrs old,"",All,d,371,"",21.95266,""
1287,2012/13,S08000024,"",35 to 39 yrs old,"",All,d,293,"",17.33728,""
1288,2012/13,S08000024,"",40 to 44 yrs old,"",All,d,219,"",12.95858,""
1289,2012/13,S08000024,"",45+ yrs old,"",All,d,196,"",11.59763,""
1290,2012/13,S08000024,"",Unknown,"",All,d,0,"",0,""
1291,2013/14,S08000024,"",Under 20yrs old,"",All,d,153,"",7.57801,""
1292,2013/14,S08000024,"",20 to 24 yrs old,"",All,d,178,"",8.81625,""
1293,2013/14,S08000024,"",25 to 29 yrs old,"",All,d,339,"",16.79049,""
1294,2013/14,S08000024,"",30 to 34 yrs old,"",All,d,435,"",21.54532,""
1295,2013/14,S08000024,"",35 to 39 yrs old,"",All,d,384,"",19.01932,""
1296,2013/14,S08000024,"",40 to 44 yrs old,"",All,d,252,"",12.48143,""
1297,2013/14,S08000024,"",45+ yrs old,"",All,d,277,"",13.71966,""
1298,2013/14,S08000024,"",Unknown,"",All,d,1,"",0.04953,""
1299,2014/15,S08000024,"",Under 20yrs old,"",All,d,148,"",6.83287,""
1300,2014/15,S08000024,"",20 to 24 yrs old,"",All,d,186,"",8.58726,""
1301,2014/15,S08000024,"",25 to 29 yrs old,"",All,d,330,"",15.23546,""
1302,2014/15,S08000024,"",30 to 34 yrs old,"",All,d,460,"",21.2373,""
1303,2014/15,S08000024,"",35 to 39 yrs old,"",All,d,428,"",19.75993,""
1304,2014/15,S08000024,"",40 to 44 yrs old,"",All,d,289,"",13.34257,""
1305,2014/15,S08000024,"",45+ yrs old,"",All,d,324,"",14.95845,""
1306,2014/15,S08000024,"",Unknown,"",All,d,1,"",0.04617,""
1307,2015/16,S08000024,"",Under 20yrs old,"",All,d,145,"",6.86878,""
1308,2015/16,S08000024,"",20 to 24 yrs old,"",All,d,177,"",8.38465,""
1309,2015/16,S08000024,"",25 to 29 yrs old,"",All,d,331,"",15.67977,""
1310,2015/16,S08000024,"",30 to 34 yrs old,"",All,d,435,"",20.60635,""
1311,2015/16,S08000024,"",35 to 39 yrs old,"",All,d,413,"",19.56419,""
1312,2015/16,S08000024,"",40 to 44 yrs old,"",All,d,307,"",14.54287,""
1313,2015/16,S08000024,"",45+ yrs old,"",All,d,303,"",14.35339,""
1314,2015/16,S08000024,"",Unknown,"",All,d,0,"",0,""
1315,2016/17,S08000024,"",Under 20yrs old,"",All,d,135,"",5.86447,""
1316,2016/17,S08000024,"",20 to 24 yrs old,"",All,d,194,"",8.42745,""
1317,2016/17,S08000024,"",25 to 29 yrs old,"",All,d,363,"",15.7689,""
1318,2016/17,S08000024,"",30 to 34 yrs old,"",All,d,463,"",20.11295,""
1319,2016/17,S08000024,"",35 to 39 yrs old,"",All,d,432,"",18.76629,""
1320,2016/17,S08000024,"",40 to 44 yrs old,"",All,d,323,"",14.03128,""
1321,2016/17,S08000024,"",45+ yrs old,"",All,d,392,"",17.02867,""
1322,2016/17,S08000024,"",Unknown,"",All,d,0,"",0,""
1323,2017/18,S08000024,"",Under 20yrs old,"",All,d,80,"",4.10046,""
1324,2017/18,S08000024,"",20 to 24 yrs old,"",All,d,143,"",7.32957,""
1325,2017/18,S08000024,"",25 to 29 yrs old,"",All,d,320,"",16.40185,""
1326,2017/18,S08000024,"",30 to 34 yrs old,"",All,d,374,"",19.16966,""
1327,2017/18,S08000024,"",35 to 39 yrs old,"",All,d,386,"",19.78473,""
1328,2017/18,S08000024,"",40 to 44 yrs old,"",All,d,308,"",15.78678,""
1329,2017/18,S08000024,"",45+ yrs old,"",All,d,339,"",17.3757,""
1330,2017/18,S08000024,"",Unknown,"",All,d,1,"",0.05126,""
1331,2018/19,S08000024,"",Under 20yrs old,"",All,d,88,"",4.5953,""
1332,2018/19,S08000024,"",20 to 24 yrs old,"",All,d,142,"",7.41514,""
1333,2018/19,S08000024,"",25 to 29 yrs old,"",All,d,297,"",15.50914,""
1334,2018/19,S08000024,"",30 to 34 yrs old,"",All,d,375,"",19.58225,""
1335,2018/19,S08000024,"",35 to 39 yrs old,"",All,d,375,"",19.58225,""
1336,2018/19,S08000024,"",40 to 44 yrs old,"",All,d,292,"",15.24804,""
1337,2018/19,S08000024,"",45+ yrs old,"",All,d,345,"",18.01567,""
1338,2018/19,S08000024,"",Unknown,"",All,d,1,"",0.05222,""
1339,2006/07,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1340,2006/07,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1341,2006/07,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1342,2006/07,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1343,2006/07,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1344,2006/07,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1345,2006/07,S08000025,"",45+ yrs old,"",All,d,,c,,c
1346,2006/07,S08000025,"",Unknown,"",All,d,,c,,c
1347,2007/08,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1348,2007/08,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1349,2007/08,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1350,2007/08,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1351,2007/08,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1352,2007/08,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1353,2007/08,S08000025,"",45+ yrs old,"",All,d,,c,,c
1354,2007/08,S08000025,"",Unknown,"",All,d,,c,,c
1355,2008/09,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1356,2008/09,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1357,2008/09,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1358,2008/09,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1359,2008/09,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1360,2008/09,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1361,2008/09,S08000025,"",45+ yrs old,"",All,d,,c,,c
1362,2008/09,S08000025,"",Unknown,"",All,d,,c,,c
1363,2009/10,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1364,2009/10,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1365,2009/10,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1366,2009/10,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1367,2009/10,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1368,2009/10,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1369,2009/10,S08000025,"",45+ yrs old,"",All,d,,c,,c
1370,2009/10,S08000025,"",Unknown,"",All,d,,c,,c
1371,2010/11,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1372,2010/11,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1373,2010/11,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1374,2010/11,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1375,2010/11,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1376,2010/11,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1377,2010/11,S08000025,"",45+ yrs old,"",All,d,,c,,c
1378,2010/11,S08000025,"",Unknown,"",All,d,,c,,c
1379,2011/12,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1380,2011/12,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1381,2011/12,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1382,2011/12,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1383,2011/12,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1384,2011/12,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1385,2011/12,S08000025,"",45+ yrs old,"",All,d,,c,,c
1386,2011/12,S08000025,"",Unknown,"",All,d,,c,,c
1387,2012/13,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1388,2012/13,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1389,2012/13,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1390,2012/13,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1391,2012/13,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1392,2012/13,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1393,2012/13,S08000025,"",45+ yrs old,"",All,d,,c,,c
1394,2012/13,S08000025,"",Unknown,"",All,d,,c,,c
1395,2013/14,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1396,2013/14,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1397,2013/14,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1398,2013/14,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1399,2013/14,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
1400,2013/14,S08000025,"",40 to 44 yrs old,"",All,d,,c,,c
1401,2013/14,S08000025,"",45+ yrs old,"",All,d,,c,,c
1402,2013/14,S08000025,"",Unknown,"",All,d,,c,,c
1403,2014/15,S08000025,"",Under 20yrs old,"",All,d,,c,,c
1404,2014/15,S08000025,"",20 to 24 yrs old,"",All,d,,c,,c
1405,2014/15,S08000025,"",25 to 29 yrs old,"",All,d,,c,,c
1406,2014/15,S08000025,"",30 to 34 yrs old,"",All,d,,c,,c
1407,2014/15,S08000025,"",35 to 39 yrs old,"",All,d,,c,,c
