_id,FinancialYear,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
374,2015/16,S08000015,"",30 to 34 yrs old,"",All,d,225,"",19.29674,""
375,2015/16,S08000015,"",35 to 39 yrs old,"",All,d,212,"",18.18182,""
376,2015/16,S08000015,"",40 to 44 yrs old,"",All,d,170,"",14.57976,""
377,2015/16,S08000015,"",45+ yrs old,"",All,d,215,"",18.43911,""
378,2015/16,S08000015,"",Unknown,"",All,d,0,"",0,""
379,2016/17,S08000015,"",Under 20yrs old,"",All,d,27,"",2.73834,""
380,2016/17,S08000015,"",20 to 24 yrs old,"",All,d,83,"",8.41785,""
381,2016/17,S08000015,"",25 to 29 yrs old,"",All,d,162,"",16.43002,""
382,2016/17,S08000015,"",30 to 34 yrs old,"",All,d,187,"",18.96552,""
383,2016/17,S08000015,"",35 to 39 yrs old,"",All,d,170,"",17.24138,""
384,2016/17,S08000015,"",40 to 44 yrs old,"",All,d,151,"",15.3144,""
385,2016/17,S08000015,"",45+ yrs old,"",All,d,206,"",20.89249,""
386,2016/17,S08000015,"",Unknown,"",All,d,0,"",0,""
387,2017/18,S08000015,"",Under 20yrs old,"",All,d,22,"",2.44989,""
388,2017/18,S08000015,"",20 to 24 yrs old,"",All,d,63,"",7.01559,""
389,2017/18,S08000015,"",25 to 29 yrs old,"",All,d,141,"",15.70156,""
390,2017/18,S08000015,"",30 to 34 yrs old,"",All,d,181,"",20.1559,""
391,2017/18,S08000015,"",35 to 39 yrs old,"",All,d,184,"",20.48998,""
392,2017/18,S08000015,"",40 to 44 yrs old,"",All,d,151,"",16.81514,""
393,2017/18,S08000015,"",45+ yrs old,"",All,d,156,"",17.37194,""
394,2017/18,S08000015,"",Unknown,"",All,d,0,"",0,""
395,2018/19,S08000015,"",Under 20yrs old,"",All,d,34,"",3.31707,""
396,2018/19,S08000015,"",20 to 24 yrs old,"",All,d,82,"",8,""
397,2018/19,S08000015,"",25 to 29 yrs old,"",All,d,161,"",15.70732,""
398,2018/19,S08000015,"",30 to 34 yrs old,"",All,d,199,"",19.41463,""
399,2018/19,S08000015,"",35 to 39 yrs old,"",All,d,200,"",19.5122,""
400,2018/19,S08000015,"",40 to 44 yrs old,"",All,d,134,"",13.07317,""
401,2018/19,S08000015,"",45+ yrs old,"",All,d,215,"",20.97561,""
402,2018/19,S08000015,"",Unknown,"",All,d,0,"",0,""
403,2006/07,S08000016,"",Under 20yrs old,"",All,d,12,"",9.375,""
404,2006/07,S08000016,"",20 to 24 yrs old,"",All,d,32,"",25,""
405,2006/07,S08000016,"",25 to 29 yrs old,"",All,d,31,"",24.21875,""
406,2006/07,S08000016,"",30 to 34 yrs old,"",All,d,21,"",16.40625,""
407,2006/07,S08000016,"",35 to 39 yrs old,"",All,d,14,"",10.9375,""
408,2006/07,S08000016,"",40 to 44 yrs old,"",All,d,12,"",9.375,""
409,2006/07,S08000016,"",45+ yrs old,"",All,d,6,"",4.6875,""
410,2006/07,S08000016,"",Unknown,"",All,d,0,"",0,""
411,2007/08,S08000016,"",Under 20yrs old,"",All,d,22,"",11.89189,""
412,2007/08,S08000016,"",20 to 24 yrs old,"",All,d,28,"",15.13514,""
413,2007/08,S08000016,"",25 to 29 yrs old,"",All,d,54,"",29.18919,""
414,2007/08,S08000016,"",30 to 34 yrs old,"",All,d,26,"",14.05405,""
415,2007/08,S08000016,"",35 to 39 yrs old,"",All,d,25,"",13.51351,""
416,2007/08,S08000016,"",40 to 44 yrs old,"",All,d,16,"",8.64865,""
417,2007/08,S08000016,"",45+ yrs old,"",All,d,14,"",7.56757,""
418,2007/08,S08000016,"",Unknown,"",All,d,0,"",0,""
419,2008/09,S08000016,"",Under 20yrs old,"",All,d,21,"",11.53846,""
420,2008/09,S08000016,"",20 to 24 yrs old,"",All,d,21,"",11.53846,""
421,2008/09,S08000016,"",25 to 29 yrs old,"",All,d,47,"",25.82418,""
422,2008/09,S08000016,"",30 to 34 yrs old,"",All,d,43,"",23.62637,""
423,2008/09,S08000016,"",35 to 39 yrs old,"",All,d,24,"",13.18681,""
424,2008/09,S08000016,"",40 to 44 yrs old,"",All,d,19,"",10.43956,""
425,2008/09,S08000016,"",45+ yrs old,"",All,d,7,"",3.84615,""
426,2008/09,S08000016,"",Unknown,"",All,d,0,"",0,""
427,2009/10,S08000016,"",Under 20yrs old,"",All,d,19,"",9.89583,""
428,2009/10,S08000016,"",20 to 24 yrs old,"",All,d,22,"",11.45833,""
429,2009/10,S08000016,"",25 to 29 yrs old,"",All,d,47,"",24.47917,""
430,2009/10,S08000016,"",30 to 34 yrs old,"",All,d,50,"",26.04167,""
431,2009/10,S08000016,"",35 to 39 yrs old,"",All,d,25,"",13.02083,""
432,2009/10,S08000016,"",40 to 44 yrs old,"",All,d,18,"",9.375,""
433,2009/10,S08000016,"",45+ yrs old,"",All,d,11,"",5.72917,""
434,2009/10,S08000016,"",Unknown,"",All,d,0,"",0,""
435,2010/11,S08000016,"",Under 20yrs old,"",All,d,22,"",11.57895,""
436,2010/11,S08000016,"",20 to 24 yrs old,"",All,d,36,"",18.94737,""
437,2010/11,S08000016,"",25 to 29 yrs old,"",All,d,36,"",18.94737,""
438,2010/11,S08000016,"",30 to 34 yrs old,"",All,d,35,"",18.42105,""
439,2010/11,S08000016,"",35 to 39 yrs old,"",All,d,30,"",15.78947,""
440,2010/11,S08000016,"",40 to 44 yrs old,"",All,d,19,"",10,""
441,2010/11,S08000016,"",45+ yrs old,"",All,d,12,"",6.31579,""
442,2010/11,S08000016,"",Unknown,"",All,d,0,"",0,""
443,2011/12,S08000016,"",Under 20yrs old,"",All,d,8,"",3.63636,""
444,2011/12,S08000016,"",20 to 24 yrs old,"",All,d,40,"",18.18182,""
445,2011/12,S08000016,"",25 to 29 yrs old,"",All,d,45,"",20.45455,""
446,2011/12,S08000016,"",30 to 34 yrs old,"",All,d,61,"",27.72727,""
447,2011/12,S08000016,"",35 to 39 yrs old,"",All,d,24,"",10.90909,""
448,2011/12,S08000016,"",40 to 44 yrs old,"",All,d,27,"",12.27273,""
449,2011/12,S08000016,"",45+ yrs old,"",All,d,15,"",6.81818,""
450,2011/12,S08000016,"",Unknown,"",All,d,0,"",0,""
451,2012/13,S08000016,"",Under 20yrs old,"",All,d,,c,,c
452,2012/13,S08000016,"",20 to 24 yrs old,"",All,d,,c,,c
453,2012/13,S08000016,"",25 to 29 yrs old,"",All,d,30,"",18.18182,""
454,2012/13,S08000016,"",30 to 34 yrs old,"",All,d,48,"",29.09091,""
455,2012/13,S08000016,"",35 to 39 yrs old,"",All,d,21,"",12.72727,""
456,2012/13,S08000016,"",40 to 44 yrs old,"",All,d,18,"",10.90909,""
457,2012/13,S08000016,"",45+ yrs old,"",All,d,17,"",10.30303,""
458,2012/13,S08000016,"",Unknown,"",All,d,0,"",0,""
459,2013/14,S08000016,"",Under 20yrs old,"",All,d,11,"",5.94595,""
460,2013/14,S08000016,"",20 to 24 yrs old,"",All,d,21,"",11.35135,""
461,2013/14,S08000016,"",25 to 29 yrs old,"",All,d,34,"",18.37838,""
462,2013/14,S08000016,"",30 to 34 yrs old,"",All,d,44,"",23.78378,""
463,2013/14,S08000016,"",35 to 39 yrs old,"",All,d,34,"",18.37838,""
464,2013/14,S08000016,"",40 to 44 yrs old,"",All,d,18,"",9.72973,""
465,2013/14,S08000016,"",45+ yrs old,"",All,d,23,"",12.43243,""
466,2013/14,S08000016,"",Unknown,"",All,d,0,"",0,""
467,2014/15,S08000016,"",Under 20yrs old,"",All,d,6,"",4.22535,""
468,2014/15,S08000016,"",20 to 24 yrs old,"",All,d,25,"",17.60563,""
469,2014/15,S08000016,"",25 to 29 yrs old,"",All,d,28,"",19.71831,""
470,2014/15,S08000016,"",30 to 34 yrs old,"",All,d,36,"",25.35211,""
471,2014/15,S08000016,"",35 to 39 yrs old,"",All,d,26,"",18.30986,""
472,2014/15,S08000016,"",40 to 44 yrs old,"",All,d,12,"",8.4507,""
473,2014/15,S08000016,"",45+ yrs old,"",All,d,9,"",6.33803,""
474,2014/15,S08000016,"",Unknown,"",All,d,0,"",0,""
475,2015/16,S08000016,"",Under 20yrs old,"",All,d,7,"",4.60526,""
476,2015/16,S08000016,"",20 to 24 yrs old,"",All,d,24,"",15.78947,""
477,2015/16,S08000016,"",25 to 29 yrs old,"",All,d,28,"",18.42105,""
478,2015/16,S08000016,"",30 to 34 yrs old,"",All,d,31,"",20.39474,""
479,2015/16,S08000016,"",35 to 39 yrs old,"",All,d,24,"",15.78947,""
480,2015/16,S08000016,"",40 to 44 yrs old,"",All,d,18,"",11.84211,""
481,2015/16,S08000016,"",45+ yrs old,"",All,d,20,"",13.15789,""
482,2015/16,S08000016,"",Unknown,"",All,d,0,"",0,""
483,2016/17,S08000016,"",Under 20yrs old,"",All,d,8,"",3.72093,""
484,2016/17,S08000016,"",20 to 24 yrs old,"",All,d,20,"",9.30233,""
485,2016/17,S08000016,"",25 to 29 yrs old,"",All,d,35,"",16.27907,""
486,2016/17,S08000016,"",30 to 34 yrs old,"",All,d,41,"",19.06977,""
487,2016/17,S08000016,"",35 to 39 yrs old,"",All,d,44,"",20.46512,""
488,2016/17,S08000016,"",40 to 44 yrs old,"",All,d,30,"",13.95349,""
489,2016/17,S08000016,"",45+ yrs old,"",All,d,37,"",17.2093,""
490,2016/17,S08000016,"",Unknown,"",All,d,0,"",0,""
491,2017/18,S08000016,"",Under 20yrs old,"",All,d,8,"",5.12821,""
492,2017/18,S08000016,"",20 to 24 yrs old,"",All,d,22,"",14.10256,""
493,2017/18,S08000016,"",25 to 29 yrs old,"",All,d,33,"",21.15385,""
494,2017/18,S08000016,"",30 to 34 yrs old,"",All,d,33,"",21.15385,""
495,2017/18,S08000016,"",35 to 39 yrs old,"",All,d,24,"",15.38462,""
496,2017/18,S08000016,"",40 to 44 yrs old,"",All,d,18,"",11.53846,""
497,2017/18,S08000016,"",45+ yrs old,"",All,d,18,"",11.53846,""
498,2017/18,S08000016,"",Unknown,"",All,d,0,"",0,""
499,2018/19,S08000016,"",Under 20yrs old,"",All,d,6,"",3.20856,""
500,2018/19,S08000016,"",20 to 24 yrs old,"",All,d,26,"",13.90374,""
501,2018/19,S08000016,"",25 to 29 yrs old,"",All,d,37,"",19.7861,""
502,2018/19,S08000016,"",30 to 34 yrs old,"",All,d,31,"",16.57754,""
503,2018/19,S08000016,"",35 to 39 yrs old,"",All,d,41,"",21.92513,""
504,2018/19,S08000016,"",40 to 44 yrs old,"",All,d,30,"",16.04278,""
505,2018/19,S08000016,"",45+ yrs old,"",All,d,16,"",8.55615,""
506,2018/19,S08000016,"",Unknown,"",All,d,0,"",0,""
507,2006/07,S08000017,"",Under 20yrs old,"",All,d,34,"",10.69182,""
508,2006/07,S08000017,"",20 to 24 yrs old,"",All,d,69,"",21.69811,""
509,2006/07,S08000017,"",25 to 29 yrs old,"",All,d,79,"",24.84277,""
510,2006/07,S08000017,"",30 to 34 yrs old,"",All,d,64,"",20.12579,""
511,2006/07,S08000017,"",35 to 39 yrs old,"",All,d,44,"",13.83648,""
512,2006/07,S08000017,"",40 to 44 yrs old,"",All,d,19,"",5.97484,""
513,2006/07,S08000017,"",45+ yrs old,"",All,d,9,"",2.83019,""
514,2006/07,S08000017,"",Unknown,"",All,d,0,"",0,""
515,2007/08,S08000017,"",Under 20yrs old,"",All,d,18,"",8.867,""
516,2007/08,S08000017,"",20 to 24 yrs old,"",All,d,53,"",26.10837,""
517,2007/08,S08000017,"",25 to 29 yrs old,"",All,d,41,"",20.19704,""
518,2007/08,S08000017,"",30 to 34 yrs old,"",All,d,35,"",17.24138,""
519,2007/08,S08000017,"",35 to 39 yrs old,"",All,d,34,"",16.74877,""
520,2007/08,S08000017,"",40 to 44 yrs old,"",All,d,14,"",6.89655,""
521,2007/08,S08000017,"",45+ yrs old,"",All,d,8,"",3.94089,""
522,2007/08,S08000017,"",Unknown,"",All,d,0,"",0,""
523,2008/09,S08000017,"",Under 20yrs old,"",All,d,14,"",6.79612,""
524,2008/09,S08000017,"",20 to 24 yrs old,"",All,d,50,"",24.27184,""
525,2008/09,S08000017,"",25 to 29 yrs old,"",All,d,45,"",21.84466,""
526,2008/09,S08000017,"",30 to 34 yrs old,"",All,d,39,"",18.93204,""
527,2008/09,S08000017,"",35 to 39 yrs old,"",All,d,35,"",16.99029,""
528,2008/09,S08000017,"",40 to 44 yrs old,"",All,d,15,"",7.28155,""
529,2008/09,S08000017,"",45+ yrs old,"",All,d,8,"",3.8835,""
530,2008/09,S08000017,"",Unknown,"",All,d,0,"",0,""
531,2009/10,S08000017,"",Under 20yrs old,"",All,d,17,"",8.05687,""
532,2009/10,S08000017,"",20 to 24 yrs old,"",All,d,32,"",15.16588,""
533,2009/10,S08000017,"",25 to 29 yrs old,"",All,d,44,"",20.85308,""
534,2009/10,S08000017,"",30 to 34 yrs old,"",All,d,45,"",21.32701,""
535,2009/10,S08000017,"",35 to 39 yrs old,"",All,d,38,"",18.00948,""
536,2009/10,S08000017,"",40 to 44 yrs old,"",All,d,26,"",12.32227,""
537,2009/10,S08000017,"",45+ yrs old,"",All,d,9,"",4.2654,""
538,2009/10,S08000017,"",Unknown,"",All,d,0,"",0,""
539,2010/11,S08000017,"",Under 20yrs old,"",All,d,13,"",4.83271,""
540,2010/11,S08000017,"",20 to 24 yrs old,"",All,d,45,"",16.72862,""
541,2010/11,S08000017,"",25 to 29 yrs old,"",All,d,58,"",21.56134,""
542,2010/11,S08000017,"",30 to 34 yrs old,"",All,d,62,"",23.04833,""
543,2010/11,S08000017,"",35 to 39 yrs old,"",All,d,51,"",18.95911,""
544,2010/11,S08000017,"",40 to 44 yrs old,"",All,d,21,"",7.80669,""
545,2010/11,S08000017,"",45+ yrs old,"",All,d,19,"",7.0632,""
546,2010/11,S08000017,"",Unknown,"",All,d,0,"",0,""
547,2011/12,S08000017,"",Under 20yrs old,"",All,d,13,"",4.92424,""
548,2011/12,S08000017,"",20 to 24 yrs old,"",All,d,52,"",19.69697,""
549,2011/12,S08000017,"",25 to 29 yrs old,"",All,d,62,"",23.48485,""
550,2011/12,S08000017,"",30 to 34 yrs old,"",All,d,54,"",20.45455,""
551,2011/12,S08000017,"",35 to 39 yrs old,"",All,d,40,"",15.15152,""
552,2011/12,S08000017,"",40 to 44 yrs old,"",All,d,25,"",9.4697,""
553,2011/12,S08000017,"",45+ yrs old,"",All,d,18,"",6.81818,""
554,2011/12,S08000017,"",Unknown,"",All,d,0,"",0,""
555,2012/13,S08000017,"",Under 20yrs old,"",All,d,21,"",6.52174,""
556,2012/13,S08000017,"",20 to 24 yrs old,"",All,d,51,"",15.83851,""
557,2012/13,S08000017,"",25 to 29 yrs old,"",All,d,73,"",22.67081,""
558,2012/13,S08000017,"",30 to 34 yrs old,"",All,d,76,"",23.60248,""
559,2012/13,S08000017,"",35 to 39 yrs old,"",All,d,46,"",14.28571,""
560,2012/13,S08000017,"",40 to 44 yrs old,"",All,d,33,"",10.24845,""
561,2012/13,S08000017,"",45+ yrs old,"",All,d,22,"",6.8323,""
562,2012/13,S08000017,"",Unknown,"",All,d,0,"",0,""
563,2013/14,S08000017,"",Under 20yrs old,"",All,d,36,"",9.52381,""
564,2013/14,S08000017,"",20 to 24 yrs old,"",All,d,43,"",11.37566,""
565,2013/14,S08000017,"",25 to 29 yrs old,"",All,d,82,"",21.69312,""
566,2013/14,S08000017,"",30 to 34 yrs old,"",All,d,87,"",23.01587,""
567,2013/14,S08000017,"",35 to 39 yrs old,"",All,d,52,"",13.75661,""
568,2013/14,S08000017,"",40 to 44 yrs old,"",All,d,38,"",10.05291,""
569,2013/14,S08000017,"",45+ yrs old,"",All,d,40,"",10.58201,""
570,2013/14,S08000017,"",Unknown,"",All,d,0,"",0,""
571,2014/15,S08000017,"",Under 20yrs old,"",All,d,34,"",9.60452,""
572,2014/15,S08000017,"",20 to 24 yrs old,"",All,d,48,"",13.55932,""
573,2014/15,S08000017,"",25 to 29 yrs old,"",All,d,66,"",18.64407,""
574,2014/15,S08000017,"",30 to 34 yrs old,"",All,d,72,"",20.33898,""
575,2014/15,S08000017,"",35 to 39 yrs old,"",All,d,55,"",15.53672,""
576,2014/15,S08000017,"",40 to 44 yrs old,"",All,d,45,"",12.71186,""
577,2014/15,S08000017,"",45+ yrs old,"",All,d,34,"",9.60452,""
578,2014/15,S08000017,"",Unknown,"",All,d,0,"",0,""
579,2015/16,S08000017,"",Under 20yrs old,"",All,d,31,"",8.80682,""
580,2015/16,S08000017,"",20 to 24 yrs old,"",All,d,35,"",9.94318,""
581,2015/16,S08000017,"",25 to 29 yrs old,"",All,d,70,"",19.88636,""
582,2015/16,S08000017,"",30 to 34 yrs old,"",All,d,72,"",20.45455,""
583,2015/16,S08000017,"",35 to 39 yrs old,"",All,d,64,"",18.18182,""
584,2015/16,S08000017,"",40 to 44 yrs old,"",All,d,41,"",11.64773,""
585,2015/16,S08000017,"",45+ yrs old,"",All,d,39,"",11.07955,""
586,2015/16,S08000017,"",Unknown,"",All,d,0,"",0,""
587,2016/17,S08000017,"",Under 20yrs old,"",All,d,21,"",6.34441,""
588,2016/17,S08000017,"",20 to 24 yrs old,"",All,d,37,"",11.17825,""
589,2016/17,S08000017,"",25 to 29 yrs old,"",All,d,57,"",17.22054,""
590,2016/17,S08000017,"",30 to 34 yrs old,"",All,d,69,"",20.84592,""
591,2016/17,S08000017,"",35 to 39 yrs old,"",All,d,64,"",19.33535,""
592,2016/17,S08000017,"",40 to 44 yrs old,"",All,d,40,"",12.08459,""
593,2016/17,S08000017,"",45+ yrs old,"",All,d,43,"",12.99094,""
594,2016/17,S08000017,"",Unknown,"",All,d,0,"",0,""
595,2017/18,S08000017,"",Under 20yrs old,"",All,d,15,"",4.58716,""
596,2017/18,S08000017,"",20 to 24 yrs old,"",All,d,38,"",11.6208,""
597,2017/18,S08000017,"",25 to 29 yrs old,"",All,d,47,"",14.37309,""
598,2017/18,S08000017,"",30 to 34 yrs old,"",All,d,82,"",25.07645,""
599,2017/18,S08000017,"",35 to 39 yrs old,"",All,d,72,"",22.01835,""
600,2017/18,S08000017,"",40 to 44 yrs old,"",All,d,36,"",11.00917,""
601,2017/18,S08000017,"",45+ yrs old,"",All,d,37,"",11.31498,""
602,2017/18,S08000017,"",Unknown,"",All,d,0,"",0,""
603,2018/19,S08000017,"",Under 20yrs old,"",All,d,16,"",4.93827,""
604,2018/19,S08000017,"",20 to 24 yrs old,"",All,d,39,"",12.03704,""
605,2018/19,S08000017,"",25 to 29 yrs old,"",All,d,48,"",14.81481,""
606,2018/19,S08000017,"",30 to 34 yrs old,"",All,d,65,"",20.06173,""
607,2018/19,S08000017,"",35 to 39 yrs old,"",All,d,78,"",24.07407,""
608,2018/19,S08000017,"",40 to 44 yrs old,"",All,d,30,"",9.25926,""
609,2018/19,S08000017,"",45+ yrs old,"",All,d,48,"",14.81481,""
610,2018/19,S08000017,"",Unknown,"",All,d,0,"",0,""
611,2006/07,S08000029,"",Under 20yrs old,"",All,d,167,"",13.08777,""
612,2006/07,S08000029,"",20 to 24 yrs old,"",All,d,223,"",17.47649,""
613,2006/07,S08000029,"",25 to 29 yrs old,"",All,d,326,"",25.54859,""
614,2006/07,S08000029,"",30 to 34 yrs old,"",All,d,274,"",21.47335,""
615,2006/07,S08000029,"",35 to 39 yrs old,"",All,d,148,"",11.59875,""
616,2006/07,S08000029,"",40 to 44 yrs old,"",All,d,88,"",6.89655,""
617,2006/07,S08000029,"",45+ yrs old,"",All,d,50,"",3.9185,""
618,2006/07,S08000029,"",Unknown,"",All,d,0,"",0,""
619,2007/08,S08000029,"",Under 20yrs old,"",All,d,210,"",11.18211,""
620,2007/08,S08000029,"",20 to 24 yrs old,"",All,d,277,"",14.74973,""
621,2007/08,S08000029,"",25 to 29 yrs old,"",All,d,435,"",23.16294,""
622,2007/08,S08000029,"",30 to 34 yrs old,"",All,d,314,"",16.71991,""
623,2007/08,S08000029,"",35 to 39 yrs old,"",All,d,234,"",12.46006,""
624,2007/08,S08000029,"",40 to 44 yrs old,"",All,d,176,"",9.37167,""
625,2007/08,S08000029,"",45+ yrs old,"",All,d,231,"",12.30032,""
626,2007/08,S08000029,"",Unknown,"",All,d,1,"",0.05325,""
627,2008/09,S08000029,"",Under 20yrs old,"",All,d,94,"",9.93658,""
628,2008/09,S08000029,"",20 to 24 yrs old,"",All,d,164,"",17.33615,""
629,2008/09,S08000029,"",25 to 29 yrs old,"",All,d,226,"",23.89006,""
630,2008/09,S08000029,"",30 to 34 yrs old,"",All,d,183,"",19.34461,""
631,2008/09,S08000029,"",35 to 39 yrs old,"",All,d,129,"",13.63636,""
632,2008/09,S08000029,"",40 to 44 yrs old,"",All,d,85,"",8.9852,""
633,2008/09,S08000029,"",45+ yrs old,"",All,d,65,"",6.87104,""
634,2008/09,S08000029,"",Unknown,"",All,d,0,"",0,""
635,2009/10,S08000029,"",Under 20yrs old,"",All,d,88,"",9.55483,""
636,2009/10,S08000029,"",20 to 24 yrs old,"",All,d,142,"",15.41802,""
637,2009/10,S08000029,"",25 to 29 yrs old,"",All,d,223,"",24.21281,""
638,2009/10,S08000029,"",30 to 34 yrs old,"",All,d,201,"",21.8241,""
639,2009/10,S08000029,"",35 to 39 yrs old,"",All,d,141,"",15.30945,""
640,2009/10,S08000029,"",40 to 44 yrs old,"",All,d,71,"",7.70901,""
641,2009/10,S08000029,"",45+ yrs old,"",All,d,55,"",5.97177,""
642,2009/10,S08000029,"",Unknown,"",All,d,0,"",0,""
643,2010/11,S08000029,"",Under 20yrs old,"",All,d,72,"",6.92308,""
644,2010/11,S08000029,"",20 to 24 yrs old,"",All,d,128,"",12.30769,""
645,2010/11,S08000029,"",25 to 29 yrs old,"",All,d,276,"",26.53846,""
646,2010/11,S08000029,"",30 to 34 yrs old,"",All,d,240,"",23.07692,""
647,2010/11,S08000029,"",35 to 39 yrs old,"",All,d,150,"",14.42308,""
648,2010/11,S08000029,"",40 to 44 yrs old,"",All,d,100,"",9.61538,""
649,2010/11,S08000029,"",45+ yrs old,"",All,d,74,"",7.11538,""
650,2010/11,S08000029,"",Unknown,"",All,d,0,"",0,""
651,2011/12,S08000029,"",Under 20yrs old,"",All,d,49,"",5.20723,""
652,2011/12,S08000029,"",20 to 24 yrs old,"",All,d,97,"",10.30818,""
653,2011/12,S08000029,"",25 to 29 yrs old,"",All,d,207,"",21.99787,""
654,2011/12,S08000029,"",30 to 34 yrs old,"",All,d,264,"",28.05526,""
655,2011/12,S08000029,"",35 to 39 yrs old,"",All,d,151,"",16.04676,""
656,2011/12,S08000029,"",40 to 44 yrs old,"",All,d,107,"",11.37088,""
657,2011/12,S08000029,"",45+ yrs old,"",All,d,66,"",7.01382,""
658,2011/12,S08000029,"",Unknown,"",All,d,0,"",0,""
659,2012/13,S08000029,"",Under 20yrs old,"",All,d,23,"",2.22222,""
660,2012/13,S08000029,"",20 to 24 yrs old,"",All,d,113,"",10.91787,""
661,2012/13,S08000029,"",25 to 29 yrs old,"",All,d,187,"",18.06763,""
662,2012/13,S08000029,"",30 to 34 yrs old,"",All,d,271,"",26.18357,""
663,2012/13,S08000029,"",35 to 39 yrs old,"",All,d,188,"",18.16425,""
664,2012/13,S08000029,"",40 to 44 yrs old,"",All,d,125,"",12.07729,""
665,2012/13,S08000029,"",45+ yrs old,"",All,d,128,"",12.36715,""
666,2012/13,S08000029,"",Unknown,"",All,d,0,"",0,""
667,2013/14,S08000029,"",Under 20yrs old,"",All,d,18,"",1.59292,""
668,2013/14,S08000029,"",20 to 24 yrs old,"",All,d,98,"",8.67257,""
669,2013/14,S08000029,"",25 to 29 yrs old,"",All,d,197,"",17.43363,""
670,2013/14,S08000029,"",30 to 34 yrs old,"",All,d,290,"",25.66372,""
671,2013/14,S08000029,"",35 to 39 yrs old,"",All,d,201,"",17.78761,""
672,2013/14,S08000029,"",40 to 44 yrs old,"",All,d,161,"",14.24779,""
673,2013/14,S08000029,"",45+ yrs old,"",All,d,165,"",14.60177,""
674,2013/14,S08000029,"",Unknown,"",All,d,0,"",0,""
675,2014/15,S08000029,"",Under 20yrs old,"",All,d,25,"",2.20264,""
676,2014/15,S08000029,"",20 to 24 yrs old,"",All,d,84,"",7.40088,""
677,2014/15,S08000029,"",25 to 29 yrs old,"",All,d,182,"",16.03524,""
678,2014/15,S08000029,"",30 to 34 yrs old,"",All,d,287,"",25.28634,""
679,2014/15,S08000029,"",35 to 39 yrs old,"",All,d,211,"",18.59031,""
680,2014/15,S08000029,"",40 to 44 yrs old,"",All,d,135,"",11.89427,""
681,2014/15,S08000029,"",45+ yrs old,"",All,d,211,"",18.59031,""
682,2014/15,S08000029,"",Unknown,"",All,d,0,"",0,""
683,2015/16,S08000029,"",Under 20yrs old,"",All,d,19,"",1.58863,""
684,2015/16,S08000029,"",20 to 24 yrs old,"",All,d,76,"",6.35452,""
685,2015/16,S08000029,"",25 to 29 yrs old,"",All,d,169,"",14.13043,""
686,2015/16,S08000029,"",30 to 34 yrs old,"",All,d,272,"",22.74247,""
687,2015/16,S08000029,"",35 to 39 yrs old,"",All,d,222,"",18.56187,""
688,2015/16,S08000029,"",40 to 44 yrs old,"",All,d,185,"",15.46823,""
689,2015/16,S08000029,"",45+ yrs old,"",All,d,253,"",21.15385,""
690,2015/16,S08000029,"",Unknown,"",All,d,0,"",0,""
691,2016/17,S08000029,"",Under 20yrs old,"",All,d,26,"",2.87611,""
692,2016/17,S08000029,"",20 to 24 yrs old,"",All,d,55,"",6.08407,""
693,2016/17,S08000029,"",25 to 29 yrs old,"",All,d,116,"",12.83186,""
694,2016/17,S08000029,"",30 to 34 yrs old,"",All,d,163,"",18.03097,""
695,2016/17,S08000029,"",35 to 39 yrs old,"",All,d,214,"",23.67257,""
696,2016/17,S08000029,"",40 to 44 yrs old,"",All,d,144,"",15.9292,""
697,2016/17,S08000029,"",45+ yrs old,"",All,d,186,"",20.57522,""
698,2016/17,S08000029,"",Unknown,"",All,d,0,"",0,""
699,2017/18,S08000029,"",Under 20yrs old,"",All,d,22,"",2.21328,""
700,2017/18,S08000029,"",20 to 24 yrs old,"",All,d,55,"",5.5332,""
701,2017/18,S08000029,"",25 to 29 yrs old,"",All,d,124,"",12.47485,""
702,2017/18,S08000029,"",30 to 34 yrs old,"",All,d,194,"",19.5171,""
703,2017/18,S08000029,"",35 to 39 yrs old,"",All,d,211,"",21.22736,""
704,2017/18,S08000029,"",40 to 44 yrs old,"",All,d,158,"",15.89537,""
705,2017/18,S08000029,"",45+ yrs old,"",All,d,230,"",23.13883,""
706,2017/18,S08000029,"",Unknown,"",All,d,0,"",0,""
707,2018/19,S08000029,"",Under 20yrs old,"",All,d,37,"",4.06147,""
708,2018/19,S08000029,"",20 to 24 yrs old,"",All,d,76,"",8.34248,""
709,2018/19,S08000029,"",25 to 29 yrs old,"",All,d,131,"",14.3798,""
710,2018/19,S08000029,"",30 to 34 yrs old,"",All,d,140,"",15.36773,""
711,2018/19,S08000029,"",35 to 39 yrs old,"",All,d,179,"",19.64874,""
712,2018/19,S08000029,"",40 to 44 yrs old,"",All,d,125,"",13.72119,""
713,2018/19,S08000029,"",45+ yrs old,"",All,d,223,"",24.47859,""
714,2018/19,S08000029,"",Unknown,"",All,d,0,"",0,""
715,2006/07,S08000019,"",Under 20yrs old,"",All,d,58,"",10.21127,""
716,2006/07,S08000019,"",20 to 24 yrs old,"",All,d,92,"",16.19718,""
717,2006/07,S08000019,"",25 to 29 yrs old,"",All,d,135,"",23.76761,""
718,2006/07,S08000019,"",30 to 34 yrs old,"",All,d,122,"",21.47887,""
719,2006/07,S08000019,"",35 to 39 yrs old,"",All,d,93,"",16.37324,""
