_id,FinancialYear,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
445,2008/09,S92000003,d,Under 20yrs old,"",All,d,924,"",7.62565,""
446,2008/09,S92000003,d,20 to 24 yrs old,"",All,d,1838,"",15.16877,""
447,2008/09,S92000003,d,25 to 29 yrs old,"",All,d,2859,"",23.59495,""
448,2008/09,S92000003,d,30 to 34 yrs old,"",All,d,2474,"",20.4176,""
449,2008/09,S92000003,d,35 to 39 yrs old,"",All,d,1814,"",14.9707,""
450,2008/09,S92000003,d,40 to 44 yrs old,"",All,d,1170,"",9.65586,""
451,2008/09,S92000003,d,45+ yrs old,"",All,d,1038,"",8.56648,""
452,2008/09,S92000003,d,Unknown,"",All,d,0,"",0,""
453,2009/10,S92000003,d,Under 20yrs old,"",All,d,762,"",6.73323,""
454,2009/10,S92000003,d,20 to 24 yrs old,"",All,d,1581,"",13.97013,""
455,2009/10,S92000003,d,25 to 29 yrs old,"",All,d,2460,"",21.73721,""
456,2009/10,S92000003,d,30 to 34 yrs old,"",All,d,2456,"",21.70186,""
457,2009/10,S92000003,d,35 to 39 yrs old,"",All,d,1924,"",17.00097,""
458,2009/10,S92000003,d,40 to 44 yrs old,"",All,d,1174,"",10.37377,""
459,2009/10,S92000003,d,45+ yrs old,"",All,d,959,"",8.47398,""
460,2009/10,S92000003,d,Unknown,"",All,d,1,"",0.00884,""
461,2010/11,S92000003,d,Under 20yrs old,"",All,d,725,"",6.34462,""
462,2010/11,S92000003,d,20 to 24 yrs old,"",All,d,1516,"",13.26682,""
463,2010/11,S92000003,d,25 to 29 yrs old,"",All,d,2287,"",20.014,""
464,2010/11,S92000003,d,30 to 34 yrs old,"",All,d,2627,"",22.98941,""
465,2010/11,S92000003,d,35 to 39 yrs old,"",All,d,2056,"",17.99247,""
466,2010/11,S92000003,d,40 to 44 yrs old,"",All,d,1198,"",10.48394,""
467,2010/11,S92000003,d,45+ yrs old,"",All,d,1015,"",8.88247,""
468,2010/11,S92000003,d,Unknown,"",All,d,3,"",0.02625,""
469,2011/12,S92000003,d,Under 20yrs old,"",All,d,755,"",6.66079,""
470,2011/12,S92000003,d,20 to 24 yrs old,"",All,d,1424,"",12.56286,""
471,2011/12,S92000003,d,25 to 29 yrs old,"",All,d,2124,"",18.73842,""
472,2011/12,S92000003,d,30 to 34 yrs old,"",All,d,2529,"",22.31142,""
473,2011/12,S92000003,d,35 to 39 yrs old,"",All,d,1987,"",17.52978,""
474,2011/12,S92000003,d,40 to 44 yrs old,"",All,d,1424,"",12.56286,""
475,2011/12,S92000003,d,45+ yrs old,"",All,d,1091,"",9.62506,""
476,2011/12,S92000003,d,Unknown,"",All,d,1,"",0.00882,""
477,2012/13,S92000003,d,Under 20yrs old,"",All,d,632,"",5.41467,""
478,2012/13,S92000003,d,20 to 24 yrs old,"",All,d,1351,"",11.57471,""
479,2012/13,S92000003,d,25 to 29 yrs old,"",All,d,1997,"",17.10932,""
480,2012/13,S92000003,d,30 to 34 yrs old,"",All,d,2547,"",21.82145,""
481,2012/13,S92000003,d,35 to 39 yrs old,"",All,d,2052,"",17.58053,""
482,2012/13,S92000003,d,40 to 44 yrs old,"",All,d,1567,"",13.42529,""
483,2012/13,S92000003,d,45+ yrs old,"",All,d,1524,"",13.05689,""
484,2012/13,S92000003,d,Unknown,"",All,d,2,"",0.01714,""
485,2013/14,S92000003,d,Under 20yrs old,"",All,d,,:,,:
486,2013/14,S92000003,d,20 to 24 yrs old,"",All,d,,:,,:
487,2013/14,S92000003,d,25 to 29 yrs old,"",All,d,,:,,:
488,2013/14,S92000003,d,30 to 34 yrs old,"",All,d,,:,,:
489,2013/14,S92000003,d,35 to 39 yrs old,"",All,d,,:,,:
490,2013/14,S92000003,d,40 to 44 yrs old,"",All,d,,:,,:
491,2013/14,S92000003,d,45+ yrs old,"",All,d,,:,,:
492,2013/14,S92000003,d,Unknown,"",All,d,,:,,:
493,2014/15,S92000003,d,Under 20yrs old,"",All,d,731,"",5.83679,""
494,2014/15,S92000003,d,20 to 24 yrs old,"",All,d,1232,"",9.83711,""
495,2014/15,S92000003,d,25 to 29 yrs old,"",All,d,1932,"",15.42638,""
496,2014/15,S92000003,d,30 to 34 yrs old,"",All,d,2599,"",20.75216,""
497,2014/15,S92000003,d,35 to 39 yrs old,"",All,d,2339,"",18.67614,""
498,2014/15,S92000003,d,40 to 44 yrs old,"",All,d,1789,"",14.28457,""
499,2014/15,S92000003,d,45+ yrs old,"",All,d,1900,"",15.17087,""
500,2014/15,S92000003,d,Unknown,"",All,d,2,"",0.01597,""
501,2015/16,S92000003,d,Under 20yrs old,"",All,d,686,"",5.65074,""
502,2015/16,S92000003,d,20 to 24 yrs old,"",All,d,1202,"",9.90115,""
503,2015/16,S92000003,d,25 to 29 yrs old,"",All,d,1791,"",14.75288,""
504,2015/16,S92000003,d,30 to 34 yrs old,"",All,d,2374,"",19.55519,""
505,2015/16,S92000003,d,35 to 39 yrs old,"",All,d,2304,"",18.97858,""
506,2015/16,S92000003,d,40 to 44 yrs old,"",All,d,1777,"",14.63756,""
507,2015/16,S92000003,d,45+ yrs old,"",All,d,2004,"",16.50741,""
508,2015/16,S92000003,d,Unknown,"",All,d,2,"",0.01647,""
509,2016/17,S92000003,d,Under 20yrs old,"",All,d,610,"",5.12777,""
510,2016/17,S92000003,d,20 to 24 yrs old,"",All,d,1075,"",9.03665,""
511,2016/17,S92000003,d,25 to 29 yrs old,"",All,d,1828,"",15.36651,""
512,2016/17,S92000003,d,30 to 34 yrs old,"",All,d,2271,"",19.09045,""
513,2016/17,S92000003,d,35 to 39 yrs old,"",All,d,2288,"",19.23336,""
514,2016/17,S92000003,d,40 to 44 yrs old,"",All,d,1761,"",14.8033,""
515,2016/17,S92000003,d,45+ yrs old,"",All,d,2061,"",17.32515,""
516,2016/17,S92000003,d,Unknown,"",All,d,2,"",0.01681,""
517,2017/18,S92000003,d,Under 20yrs old,"",All,d,519,"",4.70492,""
518,2017/18,S92000003,d,20 to 24 yrs old,"",All,d,1021,"",9.25573,""
519,2017/18,S92000003,d,25 to 29 yrs old,"",All,d,1594,"",14.45019,""
520,2017/18,S92000003,d,30 to 34 yrs old,"",All,d,2003,"",18.15792,""
521,2017/18,S92000003,d,35 to 39 yrs old,"",All,d,2155,"",19.53585,""
522,2017/18,S92000003,d,40 to 44 yrs old,"",All,d,1657,"",15.0213,""
523,2017/18,S92000003,d,45+ yrs old,"",All,d,2078,"",18.83782,""
524,2017/18,S92000003,d,Unknown,"",All,d,4,"",0.03626,""
525,2018/19,S92000003,d,Under 20yrs old,"",All,d,492,"",4.57377,""
526,2018/19,S92000003,d,20 to 24 yrs old,"",All,d,1025,"",9.52868,""
527,2018/19,S92000003,d,25 to 29 yrs old,"",All,d,1635,"",15.19941,""
528,2018/19,S92000003,d,30 to 34 yrs old,"",All,d,1951,"",18.13703,""
529,2018/19,S92000003,d,35 to 39 yrs old,"",All,d,2058,"",19.13173,""
530,2018/19,S92000003,d,40 to 44 yrs old,"",All,d,1573,"",14.62304,""
531,2018/19,S92000003,d,45+ yrs old,"",All,d,2017,"",18.75058,""
532,2018/19,S92000003,d,Unknown,"",All,d,6,"",0.05578,""
533,2006/07,S12000033,"",Under 20yrs old,"",All,d,19,"",4.61165,""
534,2006/07,S12000033,"",20 to 24 yrs old,"",All,d,79,"",19.17476,""
535,2006/07,S12000033,"",25 to 29 yrs old,"",All,d,123,"",29.85437,""
536,2006/07,S12000033,"",30 to 34 yrs old,"",All,d,104,"",25.24272,""
537,2006/07,S12000033,"",35 to 39 yrs old,"",All,d,49,"",11.8932,""
538,2006/07,S12000033,"",40 to 44 yrs old,"",All,d,27,"",6.5534,""
539,2006/07,S12000033,"",45+ yrs old,"",All,d,11,"",2.6699,""
540,2006/07,S12000033,"",Unknown,"",All,d,0,"",0,""
541,2007/08,S12000033,"",Under 20yrs old,"",All,d,43,"",6.36095,""
542,2007/08,S12000033,"",20 to 24 yrs old,"",All,d,126,"",18.63905,""
543,2007/08,S12000033,"",25 to 29 yrs old,"",All,d,182,"",26.92308,""
544,2007/08,S12000033,"",30 to 34 yrs old,"",All,d,161,"",23.81657,""
545,2007/08,S12000033,"",35 to 39 yrs old,"",All,d,87,"",12.86982,""
546,2007/08,S12000033,"",40 to 44 yrs old,"",All,d,47,"",6.95266,""
547,2007/08,S12000033,"",45+ yrs old,"",All,d,30,"",4.43787,""
548,2007/08,S12000033,"",Unknown,"",All,d,0,"",0,""
549,2008/09,S12000033,"",Under 20yrs old,"",All,d,31,"",5.58559,""
550,2008/09,S12000033,"",20 to 24 yrs old,"",All,d,76,"",13.69369,""
551,2008/09,S12000033,"",25 to 29 yrs old,"",All,d,150,"",27.02703,""
552,2008/09,S12000033,"",30 to 34 yrs old,"",All,d,134,"",24.14414,""
553,2008/09,S12000033,"",35 to 39 yrs old,"",All,d,94,"",16.93694,""
554,2008/09,S12000033,"",40 to 44 yrs old,"",All,d,40,"",7.20721,""
555,2008/09,S12000033,"",45+ yrs old,"",All,d,30,"",5.40541,""
556,2008/09,S12000033,"",Unknown,"",All,d,0,"",0,""
557,2009/10,S12000033,"",Under 20yrs old,"",All,d,24,"",4.58015,""
558,2009/10,S12000033,"",20 to 24 yrs old,"",All,d,68,"",12.9771,""
559,2009/10,S12000033,"",25 to 29 yrs old,"",All,d,122,"",23.28244,""
560,2009/10,S12000033,"",30 to 34 yrs old,"",All,d,131,"",25,""
561,2009/10,S12000033,"",35 to 39 yrs old,"",All,d,90,"",17.17557,""
562,2009/10,S12000033,"",40 to 44 yrs old,"",All,d,58,"",11.0687,""
563,2009/10,S12000033,"",45+ yrs old,"",All,d,31,"",5.91603,""
564,2009/10,S12000033,"",Unknown,"",All,d,0,"",0,""
565,2010/11,S12000033,"",Under 20yrs old,"",All,d,17,"",3.32681,""
566,2010/11,S12000033,"",20 to 24 yrs old,"",All,d,74,"",14.48141,""
567,2010/11,S12000033,"",25 to 29 yrs old,"",All,d,117,"",22.89628,""
568,2010/11,S12000033,"",30 to 34 yrs old,"",All,d,122,"",23.87476,""
569,2010/11,S12000033,"",35 to 39 yrs old,"",All,d,88,"",17.22114,""
570,2010/11,S12000033,"",40 to 44 yrs old,"",All,d,58,"",11.35029,""
571,2010/11,S12000033,"",45+ yrs old,"",All,d,35,"",6.84932,""
572,2010/11,S12000033,"",Unknown,"",All,d,0,"",0,""
573,2011/12,S12000033,"",Under 20yrs old,"",All,d,13,"",2.6,""
574,2011/12,S12000033,"",20 to 24 yrs old,"",All,d,47,"",9.4,""
575,2011/12,S12000033,"",25 to 29 yrs old,"",All,d,108,"",21.6,""
576,2011/12,S12000033,"",30 to 34 yrs old,"",All,d,124,"",24.8,""
577,2011/12,S12000033,"",35 to 39 yrs old,"",All,d,108,"",21.6,""
578,2011/12,S12000033,"",40 to 44 yrs old,"",All,d,60,"",12,""
579,2011/12,S12000033,"",45+ yrs old,"",All,d,40,"",8,""
580,2011/12,S12000033,"",Unknown,"",All,d,0,"",0,""
581,2012/13,S12000033,"",Under 20yrs old,"",All,d,13,"",2.03125,""
582,2012/13,S12000033,"",20 to 24 yrs old,"",All,d,47,"",7.34375,""
583,2012/13,S12000033,"",25 to 29 yrs old,"",All,d,104,"",16.25,""
584,2012/13,S12000033,"",30 to 34 yrs old,"",All,d,179,"",27.96875,""
585,2012/13,S12000033,"",35 to 39 yrs old,"",All,d,146,"",22.8125,""
586,2012/13,S12000033,"",40 to 44 yrs old,"",All,d,96,"",15,""
587,2012/13,S12000033,"",45+ yrs old,"",All,d,55,"",8.59375,""
588,2012/13,S12000033,"",Unknown,"",All,d,0,"",0,""
589,2013/14,S12000033,"",Under 20yrs old,"",All,d,10,"",1.38313,""
590,2013/14,S12000033,"",20 to 24 yrs old,"",All,d,57,"",7.88382,""
591,2013/14,S12000033,"",25 to 29 yrs old,"",All,d,111,"",15.3527,""
592,2013/14,S12000033,"",30 to 34 yrs old,"",All,d,196,"",27.10927,""
593,2013/14,S12000033,"",35 to 39 yrs old,"",All,d,164,"",22.68326,""
594,2013/14,S12000033,"",40 to 44 yrs old,"",All,d,101,"",13.96957,""
595,2013/14,S12000033,"",45+ yrs old,"",All,d,84,"",11.61826,""
596,2013/14,S12000033,"",Unknown,"",All,d,0,"",0,""
597,2014/15,S12000033,"",Under 20yrs old,"",All,d,10,"",1.3587,""
598,2014/15,S12000033,"",20 to 24 yrs old,"",All,d,65,"",8.83152,""
599,2014/15,S12000033,"",25 to 29 yrs old,"",All,d,117,"",15.89674,""
600,2014/15,S12000033,"",30 to 34 yrs old,"",All,d,175,"",23.77717,""
601,2014/15,S12000033,"",35 to 39 yrs old,"",All,d,158,"",21.46739,""
602,2014/15,S12000033,"",40 to 44 yrs old,"",All,d,126,"",17.11957,""
603,2014/15,S12000033,"",45+ yrs old,"",All,d,85,"",11.54891,""
604,2014/15,S12000033,"",Unknown,"",All,d,0,"",0,""
605,2015/16,S12000033,"",Under 20yrs old,"",All,d,21,"",2.42775,""
606,2015/16,S12000033,"",20 to 24 yrs old,"",All,d,74,"",8.55491,""
607,2015/16,S12000033,"",25 to 29 yrs old,"",All,d,113,"",13.06358,""
608,2015/16,S12000033,"",30 to 34 yrs old,"",All,d,222,"",25.66474,""
609,2015/16,S12000033,"",35 to 39 yrs old,"",All,d,191,"",22.08092,""
610,2015/16,S12000033,"",40 to 44 yrs old,"",All,d,142,"",16.41618,""
611,2015/16,S12000033,"",45+ yrs old,"",All,d,102,"",11.79191,""
612,2015/16,S12000033,"",Unknown,"",All,d,0,"",0,""
613,2016/17,S12000033,"",Under 20yrs old,"",All,d,21,"",3.10192,""
614,2016/17,S12000033,"",20 to 24 yrs old,"",All,d,38,"",5.613,""
615,2016/17,S12000033,"",25 to 29 yrs old,"",All,d,93,"",13.73708,""
616,2016/17,S12000033,"",30 to 34 yrs old,"",All,d,139,"",20.53176,""
617,2016/17,S12000033,"",35 to 39 yrs old,"",All,d,148,"",21.86115,""
618,2016/17,S12000033,"",40 to 44 yrs old,"",All,d,134,"",19.79321,""
619,2016/17,S12000033,"",45+ yrs old,"",All,d,104,"",15.36189,""
620,2016/17,S12000033,"",Unknown,"",All,d,0,"",0,""
621,2017/18,S12000033,"",Under 20yrs old,"",All,d,38,"",5.20548,""
622,2017/18,S12000033,"",20 to 24 yrs old,"",All,d,63,"",8.63014,""
623,2017/18,S12000033,"",25 to 29 yrs old,"",All,d,106,"",14.52055,""
624,2017/18,S12000033,"",30 to 34 yrs old,"",All,d,129,"",17.67123,""
625,2017/18,S12000033,"",35 to 39 yrs old,"",All,d,159,"",21.78082,""
626,2017/18,S12000033,"",40 to 44 yrs old,"",All,d,96,"",13.15068,""
627,2017/18,S12000033,"",45+ yrs old,"",All,d,139,"",19.0411,""
628,2017/18,S12000033,"",Unknown,"",All,d,0,"",0,""
629,2018/19,S12000033,"",Under 20yrs old,"",All,d,17,"",2.72436,""
630,2018/19,S12000033,"",20 to 24 yrs old,"",All,d,43,"",6.89103,""
631,2018/19,S12000033,"",25 to 29 yrs old,"",All,d,73,"",11.69872,""
632,2018/19,S12000033,"",30 to 34 yrs old,"",All,d,116,"",18.58974,""
633,2018/19,S12000033,"",35 to 39 yrs old,"",All,d,142,"",22.75641,""
634,2018/19,S12000033,"",40 to 44 yrs old,"",All,d,113,"",18.10897,""
635,2018/19,S12000033,"",45+ yrs old,"",All,d,118,"",18.91026,""
636,2018/19,S12000033,"",Unknown,"",All,d,2,"",0.32051,""
637,2006/07,S12000034,"",Under 20yrs old,"",All,d,23,"",6.49718,""
638,2006/07,S12000034,"",20 to 24 yrs old,"",All,d,72,"",20.33898,""
639,2006/07,S12000034,"",25 to 29 yrs old,"",All,d,105,"",29.66102,""
640,2006/07,S12000034,"",30 to 34 yrs old,"",All,d,93,"",26.27119,""
641,2006/07,S12000034,"",35 to 39 yrs old,"",All,d,34,"",9.60452,""
642,2006/07,S12000034,"",40 to 44 yrs old,"",All,d,11,"",3.10734,""
643,2006/07,S12000034,"",45+ yrs old,"",All,d,16,"",4.51977,""
644,2006/07,S12000034,"",Unknown,"",All,d,0,"",0,""
645,2007/08,S12000034,"",Under 20yrs old,"",All,d,16,"",5.28053,""
646,2007/08,S12000034,"",20 to 24 yrs old,"",All,d,57,"",18.81188,""
647,2007/08,S12000034,"",25 to 29 yrs old,"",All,d,102,"",33.66337,""
648,2007/08,S12000034,"",30 to 34 yrs old,"",All,d,73,"",24.09241,""
649,2007/08,S12000034,"",35 to 39 yrs old,"",All,d,22,"",7.26073,""
650,2007/08,S12000034,"",40 to 44 yrs old,"",All,d,18,"",5.94059,""
651,2007/08,S12000034,"",45+ yrs old,"",All,d,15,"",4.9505,""
652,2007/08,S12000034,"",Unknown,"",All,d,0,"",0,""
653,2008/09,S12000034,"",Under 20yrs old,"",All,d,13,"",4.39189,""
654,2008/09,S12000034,"",20 to 24 yrs old,"",All,d,41,"",13.85135,""
655,2008/09,S12000034,"",25 to 29 yrs old,"",All,d,87,"",29.39189,""
656,2008/09,S12000034,"",30 to 34 yrs old,"",All,d,92,"",31.08108,""
657,2008/09,S12000034,"",35 to 39 yrs old,"",All,d,36,"",12.16216,""
658,2008/09,S12000034,"",40 to 44 yrs old,"",All,d,18,"",6.08108,""
659,2008/09,S12000034,"",45+ yrs old,"",All,d,9,"",3.04054,""
660,2008/09,S12000034,"",Unknown,"",All,d,0,"",0,""
661,2009/10,S12000034,"",Under 20yrs old,"",All,d,14,"",4.947,""
662,2009/10,S12000034,"",20 to 24 yrs old,"",All,d,47,"",16.60777,""
663,2009/10,S12000034,"",25 to 29 yrs old,"",All,d,72,"",25.4417,""
664,2009/10,S12000034,"",30 to 34 yrs old,"",All,d,76,"",26.85512,""
665,2009/10,S12000034,"",35 to 39 yrs old,"",All,d,47,"",16.60777,""
666,2009/10,S12000034,"",40 to 44 yrs old,"",All,d,19,"",6.71378,""
667,2009/10,S12000034,"",45+ yrs old,"",All,d,8,"",2.82686,""
668,2009/10,S12000034,"",Unknown,"",All,d,0,"",0,""
669,2010/11,S12000034,"",Under 20yrs old,"",All,d,24,"",6.45161,""
670,2010/11,S12000034,"",20 to 24 yrs old,"",All,d,52,"",13.97849,""
671,2010/11,S12000034,"",25 to 29 yrs old,"",All,d,88,"",23.65591,""
672,2010/11,S12000034,"",30 to 34 yrs old,"",All,d,108,"",29.03226,""
673,2010/11,S12000034,"",35 to 39 yrs old,"",All,d,62,"",16.66667,""
674,2010/11,S12000034,"",40 to 44 yrs old,"",All,d,20,"",5.37634,""
675,2010/11,S12000034,"",45+ yrs old,"",All,d,18,"",4.83871,""
676,2010/11,S12000034,"",Unknown,"",All,d,0,"",0,""
677,2011/12,S12000034,"",Under 20yrs old,"",All,d,32,"",8.02005,""
678,2011/12,S12000034,"",20 to 24 yrs old,"",All,d,46,"",11.52882,""
679,2011/12,S12000034,"",25 to 29 yrs old,"",All,d,75,"",18.79699,""
680,2011/12,S12000034,"",30 to 34 yrs old,"",All,d,121,"",30.32581,""
681,2011/12,S12000034,"",35 to 39 yrs old,"",All,d,72,"",18.04511,""
682,2011/12,S12000034,"",40 to 44 yrs old,"",All,d,42,"",10.52632,""
683,2011/12,S12000034,"",45+ yrs old,"",All,d,11,"",2.75689,""
684,2011/12,S12000034,"",Unknown,"",All,d,0,"",0,""
685,2012/13,S12000034,"",Under 20yrs old,"",All,d,19,"",5.50725,""
686,2012/13,S12000034,"",20 to 24 yrs old,"",All,d,55,"",15.94203,""
687,2012/13,S12000034,"",25 to 29 yrs old,"",All,d,61,"",17.68116,""
688,2012/13,S12000034,"",30 to 34 yrs old,"",All,d,87,"",25.21739,""
689,2012/13,S12000034,"",35 to 39 yrs old,"",All,d,62,"",17.97101,""
690,2012/13,S12000034,"",40 to 44 yrs old,"",All,d,35,"",10.14493,""
691,2012/13,S12000034,"",45+ yrs old,"",All,d,26,"",7.53623,""
692,2012/13,S12000034,"",Unknown,"",All,d,0,"",0,""
693,2013/14,S12000034,"",Under 20yrs old,"",All,d,17,"",5.18293,""
694,2013/14,S12000034,"",20 to 24 yrs old,"",All,d,45,"",13.71951,""
695,2013/14,S12000034,"",25 to 29 yrs old,"",All,d,75,"",22.86585,""
696,2013/14,S12000034,"",30 to 34 yrs old,"",All,d,80,"",24.39024,""
697,2013/14,S12000034,"",35 to 39 yrs old,"",All,d,66,"",20.12195,""
698,2013/14,S12000034,"",40 to 44 yrs old,"",All,d,28,"",8.53659,""
699,2013/14,S12000034,"",45+ yrs old,"",All,d,17,"",5.18293,""
700,2013/14,S12000034,"",Unknown,"",All,d,0,"",0,""
701,2014/15,S12000034,"",Under 20yrs old,"",All,d,21,"",6.06936,""
702,2014/15,S12000034,"",20 to 24 yrs old,"",All,d,47,"",13.58382,""
703,2014/15,S12000034,"",25 to 29 yrs old,"",All,d,56,"",16.18497,""
704,2014/15,S12000034,"",30 to 34 yrs old,"",All,d,92,"",26.5896,""
705,2014/15,S12000034,"",35 to 39 yrs old,"",All,d,69,"",19.9422,""
706,2014/15,S12000034,"",40 to 44 yrs old,"",All,d,38,"",10.98266,""
707,2014/15,S12000034,"",45+ yrs old,"",All,d,23,"",6.6474,""
708,2014/15,S12000034,"",Unknown,"",All,d,0,"",0,""
709,2015/16,S12000034,"",Under 20yrs old,"",All,d,16,"",4.89297,""
710,2015/16,S12000034,"",20 to 24 yrs old,"",All,d,37,"",11.31498,""
711,2015/16,S12000034,"",25 to 29 yrs old,"",All,d,52,"",15.90214,""
712,2015/16,S12000034,"",30 to 34 yrs old,"",All,d,65,"",19.87768,""
713,2015/16,S12000034,"",35 to 39 yrs old,"",All,d,75,"",22.93578,""
714,2015/16,S12000034,"",40 to 44 yrs old,"",All,d,50,"",15.29052,""
715,2015/16,S12000034,"",45+ yrs old,"",All,d,32,"",9.78593,""
716,2015/16,S12000034,"",Unknown,"",All,d,0,"",0,""
717,2016/17,S12000034,"",Under 20yrs old,"",All,d,25,"",4.37063,""
718,2016/17,S12000034,"",20 to 24 yrs old,"",All,d,59,"",10.31469,""
719,2016/17,S12000034,"",25 to 29 yrs old,"",All,d,106,"",18.53147,""
720,2016/17,S12000034,"",30 to 34 yrs old,"",All,d,109,"",19.05594,""
721,2016/17,S12000034,"",35 to 39 yrs old,"",All,d,125,"",21.85315,""
722,2016/17,S12000034,"",40 to 44 yrs old,"",All,d,77,"",13.46154,""
723,2016/17,S12000034,"",45+ yrs old,"",All,d,71,"",12.41259,""
724,2016/17,S12000034,"",Unknown,"",All,d,0,"",0,""
725,2017/18,S12000034,"",Under 20yrs old,"",All,d,33,"",6.79012,""
726,2017/18,S12000034,"",20 to 24 yrs old,"",All,d,59,"",12.13992,""
727,2017/18,S12000034,"",25 to 29 yrs old,"",All,d,75,"",15.4321,""
728,2017/18,S12000034,"",30 to 34 yrs old,"",All,d,89,"",18.31276,""
729,2017/18,S12000034,"",35 to 39 yrs old,"",All,d,109,"",22.42798,""
730,2017/18,S12000034,"",40 to 44 yrs old,"",All,d,55,"",11.31687,""
731,2017/18,S12000034,"",45+ yrs old,"",All,d,65,"",13.37449,""
732,2017/18,S12000034,"",Unknown,"",All,d,1,"",0.20576,""
733,2018/19,S12000034,"",Under 20yrs old,"",All,d,18,"",3.30275,""
734,2018/19,S12000034,"",20 to 24 yrs old,"",All,d,75,"",13.76147,""
735,2018/19,S12000034,"",25 to 29 yrs old,"",All,d,88,"",16.14679,""
736,2018/19,S12000034,"",30 to 34 yrs old,"",All,d,102,"",18.7156,""
737,2018/19,S12000034,"",35 to 39 yrs old,"",All,d,122,"",22.38532,""
738,2018/19,S12000034,"",40 to 44 yrs old,"",All,d,75,"",13.76147,""
739,2018/19,S12000034,"",45+ yrs old,"",All,d,64,"",11.74312,""
740,2018/19,S12000034,"",Unknown,"",All,d,1,"",0.18349,""
741,2006/07,S12000041,"",Under 20yrs old,"",All,d,22,"",12.42938,""
742,2006/07,S12000041,"",20 to 24 yrs old,"",All,d,45,"",25.42373,""
743,2006/07,S12000041,"",25 to 29 yrs old,"",All,d,49,"",27.68362,""
744,2006/07,S12000041,"",30 to 34 yrs old,"",All,d,23,"",12.99435,""
745,2006/07,S12000041,"",35 to 39 yrs old,"",All,d,25,"",14.12429,""
746,2006/07,S12000041,"",40 to 44 yrs old,"",All,d,7,"",3.9548,""
747,2006/07,S12000041,"",45+ yrs old,"",All,d,6,"",3.38983,""
748,2006/07,S12000041,"",Unknown,"",All,d,0,"",0,""
749,2007/08,S12000041,"",Under 20yrs old,"",All,d,35,"",11.04101,""
750,2007/08,S12000041,"",20 to 24 yrs old,"",All,d,79,"",24.92114,""
751,2007/08,S12000041,"",25 to 29 yrs old,"",All,d,64,"",20.18927,""
752,2007/08,S12000041,"",30 to 34 yrs old,"",All,d,56,"",17.66562,""
753,2007/08,S12000041,"",35 to 39 yrs old,"",All,d,46,"",14.51104,""
754,2007/08,S12000041,"",40 to 44 yrs old,"",All,d,16,"",5.04732,""
755,2007/08,S12000041,"",45+ yrs old,"",All,d,21,"",6.62461,""
756,2007/08,S12000041,"",Unknown,"",All,d,0,"",0,""
757,2008/09,S12000041,"",Under 20yrs old,"",All,d,31,"",11.74242,""
758,2008/09,S12000041,"",20 to 24 yrs old,"",All,d,64,"",24.24242,""
759,2008/09,S12000041,"",25 to 29 yrs old,"",All,d,69,"",26.13636,""
760,2008/09,S12000041,"",30 to 34 yrs old,"",All,d,45,"",17.04545,""
761,2008/09,S12000041,"",35 to 39 yrs old,"",All,d,28,"",10.60606,""
762,2008/09,S12000041,"",40 to 44 yrs old,"",All,d,13,"",4.92424,""
763,2008/09,S12000041,"",45+ yrs old,"",All,d,14,"",5.30303,""
764,2008/09,S12000041,"",Unknown,"",All,d,0,"",0,""
765,2009/10,S12000041,"",Under 20yrs old,"",All,d,30,"",18.40491,""
766,2009/10,S12000041,"",20 to 24 yrs old,"",All,d,31,"",19.0184,""
767,2009/10,S12000041,"",25 to 29 yrs old,"",All,d,36,"",22.08589,""
768,2009/10,S12000041,"",30 to 34 yrs old,"",All,d,26,"",15.95092,""
769,2009/10,S12000041,"",35 to 39 yrs old,"",All,d,19,"",11.65644,""
770,2009/10,S12000041,"",40 to 44 yrs old,"",All,d,10,"",6.13497,""
771,2009/10,S12000041,"",45+ yrs old,"",All,d,11,"",6.74847,""
772,2009/10,S12000041,"",Unknown,"",All,d,0,"",0,""
773,2010/11,S12000041,"",Under 20yrs old,"",All,d,20,"",13.88889,""
774,2010/11,S12000041,"",20 to 24 yrs old,"",All,d,25,"",17.36111,""
775,2010/11,S12000041,"",25 to 29 yrs old,"",All,d,40,"",27.77778,""
776,2010/11,S12000041,"",30 to 34 yrs old,"",All,d,33,"",22.91667,""
777,2010/11,S12000041,"",35 to 39 yrs old,"",All,d,6,"",4.16667,""
778,2010/11,S12000041,"",40 to 44 yrs old,"",All,d,11,"",7.63889,""
779,2010/11,S12000041,"",45+ yrs old,"",All,d,9,"",6.25,""
780,2010/11,S12000041,"",Unknown,"",All,d,0,"",0,""
781,2011/12,S12000041,"",Under 20yrs old,"",All,d,15,"",10.41667,""
782,2011/12,S12000041,"",20 to 24 yrs old,"",All,d,21,"",14.58333,""
